"probe_id","mgi_symbol","GSM5429739","GSM5429740","GSM5429741","GSM5429742","GSM5429743","GSM5429744","GSM5429745","GSM5429746","GSM5429747","GSM5429748","GSM5429749","GSM5429750","GSM5429751"
"10383342","0610009L18Rik",7.425124,7.016612,7.175824,7.08656,7.252497,7.172225,7.125185,7.062211,7.109985,7.221836,7.141599,7.1106,7.351639
"10506054","0610025J13Rik",6.641876,6.524329,7.06018,6.69245,6.613658,6.899191,6.780571,6.491643,6.979311,6.634165,6.717142,6.802515,7.078435
"10539104","0610030E20Rik",8.789647,8.634471,8.615503,8.81883,8.511152,8.866043,8.489749,9.323617,9.024017,8.613298,8.776374,9.20852,8.446872
"10572960","0610038B21Rik",6.774291,6.608218,6.618557,6.747385,6.281871,6.796441,6.944151,6.643574,6.984477,6.559092,6.838387,7.016816,7.258465
"10478407","0610039K10Rik",5.850451,5.799027,5.838956,5.871696,5.493674,5.905845,5.948906,5.86699,5.693001,5.775978,5.670057,5.640605,5.838192
"10527184","0610040B10Rik",6.842846,6.40174,6.836934,6.748027,6.750664,6.373511,6.551197,7.503138,6.992943,7.107296,6.623422,6.890801,6.763317
"10399224","1110002L01Rik",7.767473,7.40919,7.297779,7.149601,7.50102,7.421168,7.392847,7.560612,7.410952,7.559061,7.594497,7.385199,7.888939
"10556576","1110004F10Rik",8.939505,9.119098,8.967127,8.983639,8.987804,8.820344,8.741819,9.304226,9.000875,9.311265,9.172928,8.938398,8.501238
"10533003","1110006O24Rik",7.800401,7.484652,7.277858,7.337845,7.584312,7.652312,7.425801,7.367891,7.201082,7.472732,7.06132,7.482494,7.011829
"10492556","1110032F04Rik",5.369864,5.006874,5.679744,5.665304,5.546752,5.650481,5.681794,5.386759,5.607722,5.668153,5.58896,5.514145,5.701898
"10425024","1110038F14Rik",8.090118,8.221846,7.840306,8.34186,7.977492,8.236354,8.177462,8.207069,7.922669,8.105621,7.94323,8.106498,7.959211
"10466676","1110059E24Rik",8.356877,8.46133,8.280138,8.387669,7.873454,8.101434,8.191357,8.574592,8.513299,8.412729,8.577875,8.382183,8.467022
"10597913","1110059G10Rik",6.797771,7.181899,7.016774,7.500072,6.528102,6.978977,7.099717,7.353522,6.848071,7.040023,7.344501,7.151898,7.195494
"10516238","1110065P20Rik",8.429785,8.382675,8.627378,8.473978,8.515108,8.752377,8.673536,8.38896,8.413939,8.636164,8.27637,8.541078,9.078065
"10582196","1190005I06Rik",6.858998,6.783934,6.998445,7.098311,6.654817,7.453376,7.448956,7.54802,7.396361,6.824975,7.186758,7.650333,7.053793
"10519181","1500002C15Rik",7.192899,7.149648,7.211014,7.117918,7.080335,7.625556,7.488507,6.908928,7.262334,6.808716,7.2225,7.198992,7.80187
"10568601","1500002F19Rik",4.523342,4.752368,4.521628,4.441458,4.388173,4.600371,4.512301,4.663129,4.541918,4.580149,4.409373,4.500656,4.793001
"10532892","1500011B03Rik",8.831589,8.20625,8.574806,7.915939,8.703234,8.059728,8.091868,7.835872,7.798243,8.968296,8.018071,8.011816,7.880075
"10461975","1500015L24Rik",5.265161,4.964893,5.291338,4.672511,5.089009,4.876581,4.821692,4.684257,4.821692,5.300141,4.676722,4.641662,4.795085
"10441919","1600012H06Rik",8.154728,8.356575,8.134148,8.699957,8.065355,8.508648,8.473174,8.515774,8.326427,7.973489,8.104755,8.578842,8.175976
"10552252","1600014C10Rik",7.717672,8.416538,7.881972,8.5941,7.490521,8.559901,8.403539,8.905372,7.819756,7.569786,7.68741,8.465239,7.434693
"10451195","1600014C23Rik",5.327611,5.364697,5.654732,5.314604,5.709858,5.520681,5.534817,5.293013,5.464975,5.215928,5.247382,5.379373,5.489574
"10585823","1600029O15Rik",7.420938,7.511119,7.450723,7.472425,7.070714,7.324673,7.603645,7.079577,7.872492,7.331089,7.336733,7.17576,8.271255
"10419140","1700001F09Rik",5.363764,6.395656,6.017662,5.92345,6.180887,5.22247,6.380256,5.05811,6.738389,5.523724,5.629318,5.135496,4.957411
"10345228","1700001G17Rik",6.887338,6.791205,6.783641,6.74252,6.882285,6.813658,6.657959,6.52597,7.0608,6.784641,6.770914,6.649973,6.988832
"10535720","1700001J03Rik",6.13128,5.90077,5.95818,5.850477,7.869874,6.168632,6.089031,5.905052,6.214302,5.895498,6.340671,5.68,5.773216
"10584524","1700001J11Rik",5.034321,4.493366,5.330023,4.915723,6.509079,4.978512,4.830436,4.674412,4.996806,4.747149,5.473637,5.051113,4.930646
"10402608","1700001K19Rik",5.858683,5.656556,5.618515,5.255592,6.665388,6.110956,5.940279,5.360405,5.846539,5.830143,5.859309,5.698567,5.789433
"10468513","1700001K23Rik",5.715565,5.645158,5.709701,5.593381,5.76504,5.666023,5.847103,5.454725,5.742614,5.576012,5.731445,5.558437,5.971303
"10430993","1700001L05Rik",7.598944,7.003868,7.214725,7.161796,9.345675,7.246238,7.361138,6.762816,6.746494,7.487735,7.868853,6.604042,6.394059
"10481499","1700001O22Rik",7.203093,5.898294,6.802032,6.018395,8.350369,6.50229,6.305241,6.070658,5.87967,7.475093,6.432449,6.068408,6.89924
"10539358","1700003E16Rik",6.528018,5.664869,5.973774,5.528818,8.27788,5.878556,5.941799,5.537105,5.66137,6.546038,6.429153,5.763873,5.71369
"10600746","1700003E24Rik",6.390013,6.167068,6.1976,5.760407,6.588652,5.975271,6.090254,5.398836,6.117488,6.24237,6.081264,5.847322,5.582556
"10477551","1700003F12Rik",6.87893,6.746038,6.917254,6.593772,7.192697,6.845264,7.219287,6.743949,6.83378,6.66828,6.829692,6.764304,7.45504
"10501953","1700003H04Rik",4.320456,4.309595,4.667578,4.214013,5.148251,4.374511,4.367326,4.305828,4.535071,4.475895,4.52544,4.135619,4.311237
"10459799","1700003O11Rik",5.803768,5.796263,5.865853,5.668191,5.67919,5.926588,5.916501,5.663377,5.909167,5.750957,5.623769,5.872336,6.143109
"10501942","1700006A11Rik",4.074159,4.055878,4.112952,4.027234,6.388521,3.986783,4.129287,3.814291,4.225188,3.999061,5.147116,3.629809,3.821157
"10366645","1700006J14Rik",6.570705,6.240264,6.515239,6.311745,8.683105,6.683661,6.613798,5.98831,6.130172,6.258268,7.456485,6.357093,6.134418
"10568258","1700008J07Rik",8.243231,7.889565,7.96289,7.923288,8.139536,8.243407,8.186849,8.041642,8.023135,8.223773,7.887991,8.029537,8.417897
"10562767","1700008O03Rik",6.403638,6.461166,6.231476,6.238185,7.088841,6.585405,6.341321,6.207589,6.255556,6.246365,6.349436,6.29705,6.386061
"10497181","1700008P02Rik",4.579732,4.626228,4.877461,4.682284,4.768393,4.842124,4.858903,4.427367,4.925756,4.49105,4.6727,4.430483,4.433969
"10364331","1700009J07Rik",6.470574,5.736923,6.006912,5.581483,7.446204,5.817033,5.658736,5.487569,5.742468,6.644438,5.749833,5.783239,5.712952
"10503958","1700009N14Rik",8.343877,5.851367,7.158297,5.531241,10.41685,6.062414,6.010164,5.587758,5.637882,9.325888,6.847211,5.693225,5.48927
"10479074","1700010B08Rik",6.12537,6.038976,6.166028,6.003473,7.468265,6.234485,6.117133,5.667677,6.167206,5.955625,6.333575,5.818245,5.964233
"10605828","1700010D01Rik",4.428243,4.439419,4.402194,4.633521,5.013981,4.53334,4.390278,4.271706,4.723909,4.335957,4.301737,4.405256,4.155502
"10441706","1700010I14Rik",6.161501,5.756388,6.59036,5.62829,8.754021,5.559947,5.810574,5.452798,5.58891,6.358291,6.931591,5.615427,5.743948
"10554650","1700010L04Rik",4.805885,4.852669,4.704961,4.935633,4.857783,4.963883,4.844889,4.725652,5.056648,4.562333,4.983913,4.930384,4.857783
"10579845","1700011L22Rik",5.550982,5.426866,5.242742,5.437042,6.330244,5.616747,5.464475,5.303367,5.665316,5.326755,5.380873,5.353676,5.600491
"10537098","1700012A03Rik",6.058224,5.282185,5.538355,5.257512,6.501633,5.462552,5.522397,5.367388,5.449404,5.879598,5.299797,5.131832,5.829634
"10392476","1700012B07Rik",5.308056,5.177458,4.924099,4.777905,6.483414,5.09797,4.886031,4.736794,4.929622,5.067957,5.046584,4.898337,4.99943
"10590962","1700012B09Rik",4.554346,4.49842,4.665864,4.633595,4.981502,4.750401,4.700247,4.852963,4.64925,4.682208,5.15926,4.5661,4.687073
"10547697","1700013D24Rik",5.580457,5.691961,5.866472,5.642975,5.658541,5.886141,5.944594,5.374625,5.990611,5.460385,5.741125,5.411581,5.613704
"10509277","1700013G24Rik",7.224583,6.140237,6.31021,5.69276,9.052377,6.268252,6.108765,5.7417,5.687032,6.6845,6.382225,5.71913,5.939314
"10604643","1700013H16Rik",4.01261,4.050263,4.146695,4.207893,4.267142,4.112546,4.180013,4.127759,4.232615,4.043931,4.189148,4.101757,4.206265
"10531894","1700016H13Rik",6.670263,5.412548,5.950796,5.344276,8.293528,5.805388,5.547064,5.203189,5.559218,7.353631,5.68971,5.457298,6.072639
"10593913","1700017B05Rik",8.3305,7.737324,7.93411,7.904379,8.192624,8.186291,7.925747,8.42052,8.703708,8.545154,8.933372,8.172624,8.832303
"10497937","1700017G19Rik",4.761894,5.025016,5.035086,4.854039,5.22653,5.080499,4.992526,4.772546,4.835683,4.696496,5.035689,4.707255,5.121796
"10366131","1700017N19Rik",4.789468,4.668921,4.663407,4.624465,7.34043,4.520474,4.560875,4.284745,4.687064,5.109102,4.956155,4.376692,4.486207
"10408525","1700018A04Rik",5.046912,4.952574,5.110652,5.217803,5.282,5.257806,5.04611,4.961009,4.924837,5.143885,5.257862,4.861593,4.972769
"10582221","1700018B08Rik",6.556332,6.423377,6.551585,6.307166,7.459146,6.801015,6.776384,6.301941,6.556332,6.376268,6.556332,6.52883,7.017589
"10498002","1700018B24Rik",5.877415,5.228275,5.755113,5.02548,9.021637,5.348377,5.134048,4.955904,5.200062,5.738397,7.342095,4.847569,5.256188
"10527427","1700018F24Rik",5.201104,5.406292,5.228275,5.240898,5.62898,5.178585,5.216816,5.232197,5.363428,5.080282,5.080094,5.328885,5.267337
"10354534","1700019A02Rik",4.952926,4.459593,4.337297,4.179281,5.450403,4.386617,4.396513,4.110566,4.441904,4.243995,4.698032,4.270185,4.170542
"10354529","1700019D03Rik",7.493966,5.815461,5.889904,5.667749,8.637531,5.702291,5.515532,5.286815,5.286441,7.437783,5.81122,5.815461,8.855272
"10401950","1700019M22Rik",4.741327,4.621228,4.817471,4.36709,5.418796,4.737545,4.707789,4.250775,4.707789,4.892014,4.918876,4.518264,4.707789
"10476130","1700020A23Rik",7.013227,6.302448,6.473217,6.24089,8.39641,6.697663,6.329872,6.229882,6.429734,7.167596,6.479867,6.31418,6.635532
"10379685","1700020L24Rik",7.064438,7.283361,7.047642,7.478892,8.875401,7.527892,7.491629,7.515439,7.146395,7.039368,7.408625,7.184294,7.093977
"10362064","1700020N01Rik",5.695016,5.581546,5.774665,5.374934,8.081018,5.963052,6.064449,5.509674,5.869692,5.618675,7.108448,5.641807,5.875607
"10599948","1700020N15Rik",4.995467,4.762442,4.809125,4.620949,5.316836,5.07445,4.935326,4.562578,4.84229,4.718057,4.633138,4.668043,4.650128
"10520247","1700022A21Rik",6.90619,6.900325,6.645162,6.946859,7.006116,7.323527,7.130914,6.60343,6.854246,6.773392,6.696311,6.680768,7.085083
"10414228","1700024B05Rik",6.178189,7.006757,6.923823,6.251349,6.419168,6.015921,6.878607,5.840819,7.459002,6.432532,6.699436,5.955033,5.563565
"10418812","1700024G13Rik",6.003328,5.521358,6.558292,6.153643,7.033674,6.52364,6.169499,6.075119,6.396987,7.013169,7.135527,6.228162,5.695868
"10358717","1700025G04Rik",10.1443,9.686779,9.656348,9.76013,9.724277,9.587784,9.668224,9.72332,10.08377,9.744455,10.43663,9.93006,9.331553
"10365282","1700028I16Rik",6.381633,6.405105,6.304187,6.201165,6.965595,6.446903,6.619207,6.189897,6.486308,6.383096,6.37648,6.278607,6.369092
"10562736","1700028J19Rik",7.640423,7.26815,7.5804,6.728785,9.673111,7.905538,7.742156,6.762983,7.421052,7.470223,7.821456,6.950834,8.702082
"10411353","1700029F12Rik",6.623159,6.040651,6.522513,5.852336,8.390589,5.666321,6.098546,5.472463,5.89942,6.632145,6.289992,5.912684,5.940313
"10577179","1700029H14Rik",7.511298,5.846323,6.578948,5.846962,9.416193,6.462602,6.209941,5.863316,6.032118,8.015991,6.673148,6.160612,6.286411
"10509049","1700029M20Rik",5.973537,5.672796,5.652188,5.367418,7.732972,5.81927,5.983492,5.324343,5.580725,5.454571,6.14431,5.555591,5.711234
"10394783","1700030C10Rik",7.785967,7.803274,7.774855,7.936633,7.636916,7.594067,7.548167,7.977135,8.048839,7.759879,8.040724,7.956179,7.162528
"10582014","1700030J22Rik",6.741783,6.473242,6.834047,6.56783,7.756357,6.863566,6.824383,6.282948,6.454959,6.813883,6.770374,6.298797,6.382285
"10572804","1700030K09Rik",7.325205,7.100023,7.101235,7.276556,7.37506,7.136366,7.326933,7.697343,7.426386,7.371868,7.535354,7.37506,7.152948
"10606146","1700031F05Rik",6.31735,6.510054,6.251831,6.33882,6.086589,6.301423,6.292337,6.167235,6.437051,6.376768,6.762063,6.084002,5.902822
"10546098","1700031F10Rik",5.063187,4.809013,4.762446,4.917576,5.340649,5.404113,5.152489,4.931924,4.837446,4.73622,4.738673,4.970744,5.661515
"10426584","1700031M16Rik",6.713458,5.28643,5.529729,4.834399,8.082806,5.205925,5.146127,4.794441,5.012935,7.031371,5.344616,4.938169,4.955646
"10455714","1700034E13Rik",6.415327,4.873034,5.341099,4.82941,7.722775,5.12277,5.174804,4.839702,5.031199,6.563935,5.113585,4.834922,4.799181
"10361135","1700034H15Rik",6.598604,6.766604,6.749383,6.607543,6.830967,6.669745,6.75128,6.644198,6.83681,6.529569,6.776632,6.624816,6.697311
"10549377","1700034J05Rik",6.25457,6.034716,6.161215,5.781564,7.756211,6.09126,6.065385,5.8512,5.914064,6.174119,6.353199,5.839884,5.980638
"10437263","1700037C18Rik",6.745435,6.659096,6.60346,6.353809,6.986496,6.722796,6.864666,6.454186,6.639584,6.624882,6.635454,6.470192,6.904589
"10590433","1700048O20Rik",5.60396,5.719228,5.991145,5.696964,6.24859,5.702817,5.812715,5.779426,5.953071,5.582572,6.361229,5.755643,5.907408
"10449289","1700049J03Rik",5.172496,5.401452,5.299188,4.812205,4.925021,5.345193,5.172496,4.871718,5.251949,5.159976,5.145023,5.181308,5.450226
"10369894","1700049L16Rik",7.389769,7.431977,7.585698,7.492219,7.95945,7.373511,7.432922,7.375834,7.504916,7.438314,7.477717,7.366792,7.094379
"10392035","1700052K11Rik",7.987872,8.009005,8.061688,8.108912,7.995598,8.176349,8.15898,8.088732,7.929485,8.040245,7.909664,7.893991,8.191729
"10418169","1700054O19Rik",9.443073,10.06895,9.845676,9.620626,9.205991,9.287145,9.885101,9.214035,10.44877,9.50369,9.925192,9.656658,9.117965
"10360832","1700056E22Rik",7.85721,8.051256,7.591027,7.740099,7.437636,7.575973,7.742514,7.963802,7.272422,7.078246,6.978936,7.738925,7.137774
"10501744","1700061I17Rik",4.519311,4.988853,4.996118,4.922077,4.814707,4.97669,5.080614,4.808004,4.840374,4.808889,4.82588,5.038658,4.690149
"10595787","1700065D16Rik",4.999853,5.049885,4.907209,5.07152,4.9573,4.99608,5.117616,4.708299,4.935317,4.79092,4.999964,5.007428,5.234583
"10346337","1700066M21Rik",7.832891,8.008358,7.82398,7.641741,8.065354,7.866173,7.708863,7.38383,7.48672,7.629208,7.764819,7.216131,7.97157
"10573281","1700067K01Rik",5.35256,5.256657,5.479918,5.730225,5.730777,5.546355,5.463254,5.351724,5.160009,5.145973,5.429859,5.410574,5.817011
"10445743","1700067P10Rik",4.5748,4.379655,4.60062,4.462822,6.732585,4.388824,4.526333,4.302791,4.465023,4.45491,4.531331,4.372508,4.528021
"10532716","1700069L16Rik",5.504067,5.691105,5.505985,5.365068,5.59796,5.674539,5.653007,5.612573,5.564558,5.438133,5.521279,5.604525,5.724588
"10389062","1700071K01Rik",7.824857,7.936577,7.765028,8.122521,7.571616,7.982823,7.923697,7.940598,7.637829,7.703273,7.754425,7.921863,7.657873
"10542724","1700073E17Rik",5.62689,5.720152,5.779324,5.548907,5.692577,5.688201,5.578282,5.641249,5.808716,5.919952,5.957199,5.70169,6.077483
"10481451","1700084E18Rik",6.513641,6.565699,6.482182,6.310299,6.464345,6.815355,6.723438,6.471923,6.63091,6.364378,6.208578,6.378675,7.009902
"10428066","1700084J12Rik",7.682152,7.8282,7.743771,7.859663,7.582943,7.767941,7.684774,7.499804,7.680316,7.555521,7.575975,7.784011,8.105066
"10458538","1700086O06Rik",7.732604,7.480238,7.814697,7.594746,7.625475,8.111631,7.940672,7.606835,7.744051,7.693373,7.688895,7.744051,7.838093
"10430447","1700088E04Rik",8.550811,7.809824,8.11053,7.802148,8.730927,8.064884,7.660653,8.106966,7.944631,9.005001,8.62886,7.920055,7.674079
"10384685","1700093K21Rik",4.990223,4.515236,4.709335,4.513179,6.486326,4.701631,4.458817,4.512715,4.519743,4.741891,4.795588,4.730359,4.654406
"10588927","1700102P08Rik",5.560475,5.132031,5.588184,5.38068,7.030546,5.379918,5.493828,5.223708,5.493828,5.207141,6.411088,5.333905,5.745226
"10519346","1700109H08Rik",7.229225,6.568663,6.830358,6.689528,8.173528,6.381246,6.420786,6.974692,7.237204,7.181881,7.459272,7.091628,6.723035
"10417498","1700110I01Rik",5.86673,6.265662,6.088796,5.908521,6.553373,6.058996,6.67873,5.575491,6.318252,6.000792,5.965898,5.941815,6.076141
"10365537","1700113H08Rik",4.481529,4.422212,4.444502,4.458028,5.08932,4.376235,4.379375,4.253517,4.38907,4.269204,4.407223,4.30257,4.624933
"10436206","1700116B05Rik",6.603607,6.809057,6.860983,6.736139,6.530622,6.918252,6.886993,6.467007,6.872303,6.382372,6.666302,6.670631,6.979412
"10568278","1700120K04Rik",6.317813,5.741618,5.781283,5.676016,6.812047,6.231026,6.245491,5.992882,6.067952,6.372572,6.086232,5.874424,5.868262
"10451637","1700122O11Rik",4.576177,4.642008,4.667037,4.615576,4.868185,4.702528,4.707719,4.55118,4.617867,4.509787,4.530821,4.635205,4.88339
"10535027","1700123K08Rik",5.422063,5.665972,5.598656,5.453676,5.508345,5.494534,5.734974,5.165452,5.404729,5.35074,5.523617,5.453716,5.647774
"10415095","1700123O20Rik",8.071595,8.474742,8.270449,8.765196,8.272202,8.652783,8.688621,8.640749,8.202324,8.194946,8.10055,8.163854,8.222557
"10583159","1700128F08Rik",4.281955,4.654902,4.425888,4.39488,4.215257,4.463151,4.673866,4.231353,4.365896,4.208329,4.384695,4.195199,4.154176
"10420472","1700129C05Rik",5.286456,4.475893,4.350684,4.476441,7.322083,4.530842,4.658545,4.163094,4.29167,5.009736,4.512626,4.241534,4.152533
"10537561","1810009J06Rik",4.841051,4.934677,5.065223,4.829267,4.860005,5.053802,5.270931,4.56682,5.389027,4.632038,4.867976,4.730616,10.86792
"10382136","1810010H24Rik",7.30151,7.750218,7.653381,7.990673,7.867447,7.848044,7.670328,8.991643,8.274857,8.28143,8.413291,8.0697,7.85184
"10497086","1810013D15Rik",6.994843,6.66928,7.059997,6.913497,6.848212,7.03381,6.887247,6.960075,6.951648,7.156962,7.071215,7.139265,7.075037
"10487366","1810024B03Rik",4.912381,5.072049,4.930033,5.110256,5.045563,4.772422,4.916515,4.705,4.867506,4.786965,4.894304,4.897907,5.31844
"10603651","1810030O07Rik",8.654704,8.747332,8.89401,8.993032,8.600929,8.861136,8.862403,9.263412,9.067782,8.675816,8.902058,8.963467,8.020214
"10405820","1810034E14Rik",5.771832,6.124202,5.922605,5.851563,5.939404,6.399953,6.27499,5.994159,6.01709,5.785654,6.0117,6.12331,6.132885
"10460196","1810055G02Rik",8.705563,8.83377,8.627188,8.88782,9.008944,8.758662,8.937437,8.155789,8.023874,8.641758,8.50884,8.370378,7.553958
"10491547","1810062G17Rik",7.206037,6.852149,7.182399,6.603292,6.938967,6.52418,6.573389,7.418438,6.813713,7.684128,6.781728,6.636761,7.114168
"10412978","1810062O18Rik",6.9417,6.811851,6.959788,6.768098,6.617771,6.760094,6.859581,6.922319,7.04859,6.75941,6.973743,6.71825,6.607872
"10591749","1810064F22Rik",5.859277,5.444233,5.992457,5.058142,5.949075,5.368883,5.293243,5.317737,5.342428,6.423367,5.807132,5.286647,6.963527
"10376376","1810065E05Rik",4.945014,4.642779,4.947884,4.568754,4.668602,4.629884,4.841184,4.583038,4.755231,4.429767,4.753872,4.600623,4.745365
"10464772","2010003K11Rik",7.463158,8.153402,8.008753,8.538164,8.060343,8.861595,8.591835,7.963756,7.613325,7.221494,7.483959,7.748,7.646982
"10501048","2010016I18Rik",6.499514,6.353021,6.874403,6.463447,5.587987,7.161083,6.28509,8.623034,7.94139,6.597653,7.152549,8.249992,7.219913
"10601484","2010106E10Rik",4.15325,3.999481,4.360915,4.068929,4.017213,4.388192,4.538692,5.254702,5.598491,4.341523,4.428365,4.445345,5.597112
"10523293","2010109A12Rik",4.945652,5.14598,4.979709,4.776383,5.229931,4.780401,4.592697,4.966936,4.809591,4.910495,4.721744,4.834091,4.805735
"10603316","2010204K13Rik",5.490797,5.594786,5.565411,5.487532,5.843693,5.718371,5.957324,5.736477,5.8138,5.776306,5.983141,5.512718,6.648874
"10561706","2200002D01Rik",7.699969,7.765774,7.849891,7.860341,7.456476,7.835063,8.100719,7.52198,7.878365,7.658356,7.82394,7.775747,7.889861
"10552000","2200002J24Rik",5.419009,5.479207,5.540072,5.296412,5.36281,5.383039,5.670568,5.244329,5.670806,5.133175,5.557732,5.387191,5.610295
"10524640","2210016L21Rik",8.548458,8.584901,8.456909,8.58568,8.633594,8.698254,8.336218,8.509767,8.225671,8.689801,8.471296,8.308691,8.735716
"10529544","2210406O10Rik",6.216959,6.107618,5.931523,5.957762,5.928013,6.091054,6.124439,6.177536,5.933894,6.508993,5.8965,5.921882,6.222123
"10406364","2210408I21Rik",7.697493,7.607295,7.728222,7.807417,7.916549,7.558328,7.396067,7.827527,7.482535,7.999069,7.662227,7.787703,6.528615
"10380250","2210409E12Rik",7.071257,7.101686,7.340723,6.595222,6.935094,7.306308,7.45798,6.959742,7.374295,7.048658,7.135679,7.059887,7.035798
"10444886","2300002M23Rik",6.07865,6.302005,6.036798,5.978698,5.896587,6.286043,6.359185,6.292997,6.100127,5.763987,6.140595,5.763987,6.289315
"10594377","2300009A05Rik",7.740395,7.664377,7.433556,7.768552,7.674268,7.821305,7.764524,8.155695,7.954842,7.674397,7.610231,7.787343,7.675136
"10478381","2310001K24Rik",4.966914,5.140069,5.165623,5.100024,4.923322,5.281099,5.534083,5.144961,5.464381,5.155593,5.165623,5.060942,5.165623
"10513945","2310002L09Rik",4.78926,4.804657,4.82665,4.828816,4.674292,4.791773,5.334343,4.61587,4.963471,4.59786,4.687694,4.711371,4.697251
"10370777","2310011J03Rik",7.325662,7.332212,7.379567,7.470601,7.056996,7.657705,7.470907,7.33098,7.25216,7.403936,7.049098,7.390493,7.496638
"10437775","2310015D24Rik",6.3191,6.316959,6.453446,6.048899,6.079865,6.459132,6.532285,5.836398,6.367176,6.014745,6.337287,6.381917,6.594748
"10551382","2310022A10Rik",7.597279,7.602593,7.339591,7.687732,7.665628,7.575471,7.440748,7.740107,7.429305,7.530006,7.530006,7.474656,7.305118
"10582664","2310022B05Rik",8.68718,8.633718,8.535932,8.760598,8.450526,8.997053,8.853862,8.74503,8.729391,8.554562,9.085425,8.826944,8.248097
"10593413","2310030G06Rik",7.682371,6.506519,7.462399,5.800464,7.272488,6.650274,6.281824,6.292076,6.21397,7.753706,6.584857,6.512681,7.416596
"10376482","2310033P09Rik",8.837853,8.680463,8.831948,8.692929,8.794394,8.529088,8.660789,8.697779,8.621548,8.80963,8.561261,8.575255,8.144197
"10468213","2310034G01Rik",6.614314,6.714647,6.678587,6.626174,6.315485,6.510838,6.685966,6.415462,6.626174,6.675175,6.669239,6.529529,6.40483
"10368477","2310057J18Rik",4.107535,4.196189,4.180668,3.956834,4.180558,4.067429,4.305068,4.188284,4.679974,3.863883,4.423146,4.019244,4.505966
"10568521","2310057M21Rik",8.326692,7.995648,7.971542,8.087875,7.982599,7.987408,8.047496,8.236031,7.95788,8.358309,8.034989,7.925442,7.636672
"10450614","2310061I04Rik",8.625686,8.422125,8.385327,8.464274,8.665136,8.769759,8.282852,8.838833,8.275611,8.584114,8.043335,8.364276,8.323643
"10514070","2310067E19Rik",6.997216,7.153612,7.054708,7.097383,6.867516,7.274317,7.207219,7.686388,7.704506,7.183246,7.732972,7.69048,6.605045
"10432571","2310068J16Rik",7.91794,7.782834,7.720292,7.708782,7.482476,7.901195,7.857911,7.661036,7.687773,7.785999,7.560469,7.650163,7.998513
"10440655","2310079G19Rik",5.486531,5.653656,5.883167,5.638799,5.513392,5.870438,5.693793,5.33087,5.784842,5.569473,5.609601,5.621841,5.591681
"10405121","2310081J21Rik",5.091608,5.431637,5.508027,5.358711,5.265067,5.546016,5.458002,5.070342,5.487865,5.082203,5.344616,5.198373,5.485944
"10552622","2410002F23Rik",8.023943,7.536303,7.777855,7.237645,7.891312,7.098307,7.180259,7.752278,7.608592,8.541398,7.811439,7.451408,7.927466
"10496742","2410004B18Rik",6.70229,6.921051,6.922866,7.393135,6.870557,6.997786,7.127956,6.92585,6.624362,6.719077,6.851599,6.869532,6.79767
"10444997","2410017I17Rik",5.057461,5.114614,5.111465,4.935633,5.008507,5.223346,5.172603,5.364222,5.157151,4.859809,5.053367,5.131579,5.109363
"10399671","2410018L13Rik",7.112352,7.008424,6.981362,6.846596,6.725116,6.755219,6.976031,6.751018,7.108196,7.082119,7.004882,6.733004,6.284494
"10462088","2410080I02Rik",7.217491,7.384582,7.440776,7.281545,7.231932,7.582929,7.50214,7.255215,7.230949,7.16754,7.415056,7.232147,7.434127
"10436955","2410124H12Rik",5.235898,5.448639,5.402258,5.3122,5.318813,5.685319,5.798039,5.168976,5.481761,5.252722,5.337806,5.235765,5.303988
"10450835","2410137M14Rik",5.017798,4.956673,5.292796,5.05112,4.928317,5.25855,5.49675,4.983719,5.275952,4.802589,5.137989,5.05602,5.504703
"10434248","2510002D24Rik",8.616109,8.788065,9.116629,8.741967,8.925332,8.63453,8.44006,9.046316,8.929514,9.164626,8.929852,8.716006,8.806081
"10438572","2510009E07Rik",8.15246,8.232455,8.252987,8.426871,8.305616,8.475829,8.537868,8.342894,8.152184,8.014402,8.28191,8.415951,7.995879
"10510256","2510039O18Rik",9.04985,8.949286,9.12615,9.130909,9.173405,9.106573,9.160049,8.848259,8.894336,9.251997,8.867288,8.986654,8.699982
"10457223","2610005L07Rik",11.09237,10.95905,11.07586,10.85651,10.96231,10.77603,10.71646,11.35578,11.51252,11.1804,11.55313,11.41026,11.50797
"10370544","2610008E11Rik",8.174883,8.009388,8.08839,8.340428,7.736114,7.942771,7.980036,8.590291,8.830801,8.250093,8.855779,8.560281,8.031326
"10364155","2610028H24Rik",6.326886,6.338249,6.642653,6.30892,6.36028,6.801344,6.67784,6.260282,6.650758,6.396773,6.595349,6.466688,6.732881
"10554712","2610206C17Rik",4.612333,4.655049,4.646164,4.710697,4.692883,4.627663,4.684062,4.709008,5.048195,4.670799,4.747619,4.601298,4.680266
"10455967","2610318N02Rik",9.934743,7.358449,8.421665,6.771643,11.51427,7.756211,7.345303,6.753653,7.020793,9.917603,8.524436,7.241584,7.073773
"10532896","2610524H06Rik",9.611361,8.579328,10.34174,8.34984,10.39001,8.22305,8.334019,8.376895,7.970307,10.72741,8.298068,8.235765,8.152619
"10507551","2610528J11Rik",6.085628,5.765301,6.388456,5.3418,6.328464,5.753536,5.803446,5.420237,5.457861,6.609111,5.365818,5.503802,6.816694
