"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Ndufs4",-0.615772571428572,12.0196566666667,-9.0948971074404,4.08802645123884e-07,0.000235602908233019,6.8590456993553
"Lox",0.856791514285716,8.04351875,9.07399359036219,4.19946488573936e-07,0.000235656287430279,6.83365889428083
"Uxt",-0.472645999999999,10.5921641666667,-9.05136197089048,4.3237668959294e-07,0.000236410269971278,6.8061131686352
"B4galt1",0.637009457142861,8.84094575,9.02006421165662,4.50215189205773e-07,0.000240009717365598,6.7679162020252
"Snora44",0.902012057142856,8.3556325,8.99470095699871,4.65245032896083e-07,0.00024197280686527,6.73687364914583
"Sec24b",0.406969457142859,8.71790975,8.97097155241177,4.79790282340718e-07,0.000243596380491273,6.70775902423915
"Gm44504",-0.778932828571429,9.47028808333333,-8.95019265636013,4.92924160792176e-07,0.000244444530342613,6.68220738130919
"Ppp4r3b",0.545941142857146,8.07883133333333,8.89808472890325,5.2757043058225e-07,0.000255679815039452,6.61789526564883
"Kcnc4",0.763374514285717,9.515275,8.87725174400983,5.42138387250905e-07,0.000256901310438629,6.59208848211867
"Rpl8",0.55813357142857,10.1616280833333,8.85335931782919,5.59373756887288e-07,0.000258962053284351,6.56242513346746
"Ktn1",0.497972999999996,9.29776075,8.83797982850354,5.7077548791805e-07,0.000258962053284351,6.54329313972891
"Camk2n1",1.094307,7.93818225,8.77292506724207,6.21808303141514e-07,0.00026726014806273,6.4620368872976
"Ubl5",-0.500633714285714,11.3577383333333,-8.77049964481962,6.23802297146973e-07,0.00026726014806273,6.45899712235937
"Mrps23",-0.626337628571427,9.86280041666667,-8.75966591326038,6.32792262996061e-07,0.00026726014806273,6.44541021204308
"Sars1",-0.758283342857142,9.88105975,-8.75204519944302,6.39198440780306e-07,0.00026726014806273,6.43584395747973
"Sec24a",0.535288257142858,9.59122591666667,8.68451150972812,6.99073715410932e-07,0.000286673998219667,6.35074745655801
"Psmd2",-0.723773428571429,11.2605691666667,-8.66164937749816,7.20670554417245e-07,0.000289954318913082,6.32180835099302
"Snora52",0.486415428571428,11.4288816666667,8.63843774352585,7.43324128014289e-07,0.000290666168342021,6.29235854875054
"Pcp4l1",-0.884424600000001,8.99479775,-8.63203845236453,7.49701709754791e-07,0.000290666168342021,6.28422731371397
"Fh1",-0.759385142857141,11.0631566666667,-8.6160020611975,7.65940383346194e-07,0.000291659155972754,6.26382767927554
"Akirin2",0.480611628571426,8.93987341666667,8.5477639457087,8.39334039179577e-07,0.000313324658135326,6.17665340494227
"Mrpl40",-0.592749857142854,10.04923375,-8.53643577248819,8.52224262420225e-07,0.000313324658135326,6.16212351741283
"Zfp36l1",0.984779400000002,7.63591375,8.44801580339726,9.60357918789998e-07,0.00034709614000471,6.0481410163078
"Llph",-0.872638285714284,9.592145,-8.40417713983429,1.01928887024489e-06,0.000360995407510514,5.99125046240642
"Park7",-0.793968285714286,12.8245341666667,-8.39459569091167,1.03267303780442e-06,0.000360995407510514,5.97878284315683
"Rex1bd",-0.9494784,9.584689,-8.36644704643099,1.07308366625475e-06,0.00036907154998736,5.94208536676775
"Romo1",-0.45019457142857,11.5561275,-8.34194246802957,1.10963008684797e-06,0.000373788905741563,5.91005374316641
"Emc2",-0.47679885714286,11.7788966666667,-8.33013314698611,1.12771225971248e-06,0.000373788905741563,5.89458867696687
"Msrb1",-0.738583142857145,10.8376141666667,-8.32261502855565,1.13938655379861e-06,0.000373788905741563,5.88473361771946
"Snord49b",1.43924857142857,11.0949103333333,8.28946464671261,1.19241409938926e-06,0.000385258155384495,5.84118951383367
"Maml3",0.630557142857143,6.914121,8.27469149189285,1.21688327578636e-06,0.000387295805565198,5.82173755664617
"0610038B21Rik",0.64604177142857,7.2478275,8.25471677712114,1.25081851663296e-06,0.000392241971304136,5.79539053495115
"Pdcd2l",-0.495483114285715,8.49538741666667,-8.22094194078729,1.31050363254353e-06,0.000402045111662537,5.7507199959735
"Rpl13",0.481754828571431,9.49109875,8.21583513882408,1.31978792986201e-06,0.000402045111662537,5.74395249962368
"Bud31",-0.680818428571428,9.00235308333333,-8.17435105816081,1.39784338311587e-06,0.000419825525374125,5.68884879780693
"Gdap10",0.851411342857145,7.32740558333333,8.15616249429231,1.43359749876508e-06,0.000424583792550924,5.66461599071091
"Rbbp6",0.434996600000002,8.07401758333333,8.08564554523371,1.58165776553074e-06,0.000462017399892843,5.57024443262795
"Nifk",-0.686150028571429,8.60924858333333,-7.99909662555301,1.785876817725e-06,0.00049574386275014,5.45349730303038
"Xirp1",1.07693411428571,9.53617083333333,7.99450526336644,1.79746351598343e-06,0.00049574386275014,5.44727547332915
"Sdk1",0.463291999999999,6.81918333333333,7.99144337975287,1.80523472195438e-06,0.00049574386275014,5.44312466583898
"Leng8",0.513357171428574,9.07970225,7.99005078417058,1.80878097292823e-06,0.00049574386275014,5.44123638613184
"Ppp1r1a",1.37587065714285,9.41528458333333,7.98825813374568,1.81335684179849e-06,0.00049574386275014,5.4388052651681
"Hmbs",-0.504036485714286,8.78276908333333,-7.97086383893748,1.85839966545329e-06,0.000501626765394,5.41519301646222
"H3f3b",0.569628714285713,10.1495365833333,7.95533543194593,1.89961331779211e-06,0.000505980696944812,5.39407869278829
"Mfsd10",0.401270599999998,7.22983608333333,7.94550729097598,1.92619782674323e-06,0.000505980696944812,5.38069808325293
"Smad1",0.441229485714286,7.30560133333333,7.93838316082411,1.945714553999e-06,0.000505980696944812,5.37099059472541
"Scd1",-2.71139291428571,11.5354586666667,-7.90375597517552,2.04360781537025e-06,0.000507998309869789,5.32370761215859
"Tmem41b",-0.896846914285716,9.5071615,-7.89426453100751,2.07134281184777e-06,0.000507998309869789,5.31071837187331
"Ndufb7",-0.746675685714282,9.73566141666667,-7.87856966178923,2.11808371733265e-06,0.000507998309869789,5.28921238438853
"Top2b",0.484252485714286,7.49001658333333,7.87504316876098,2.1287389784803e-06,0.000507998309869789,5.28437551310954
"Atpaf1",-0.586970971428574,10.1089873333333,-7.86440261143586,2.16123500969445e-06,0.000507998309869789,5.26977072319879
"Zfp865",0.549785914285716,7.79742075,7.86278645377984,2.16621652873716e-06,0.000507998309869789,5.26755108432415
"Lyrm4",-0.653457542857142,8.50711316666667,-7.862717323628,2.1664298813421e-06,0.000507998309869789,5.26745613258736
"Ppp2r3c",-0.643671485714288,8.37996583333333,-7.86002030789069,2.17477093918778e-06,0.000507998309869789,5.26375120869032
"Cuedc2",-0.392499457142854,9.50341641666667,-7.8564808181698,2.18576918920729e-06,0.000507998309869789,5.25888744285686
"Hoxa4",0.534635742857143,7.64292175,7.85457946542444,2.19170158075504e-06,0.000507998309869789,5.2562739969958
"Prdx5",-0.555915742857142,10.4354355833333,-7.84119540125834,2.23394688354442e-06,0.000512222401555928,5.23786319887507
"Tigar",-0.638053428571428,9.73013883333333,-7.78332259621945,2.42680019164125e-06,0.000550522205176149,5.15796901353264
"Snord53",0.920235171428572,8.06362775,7.77196901040677,2.4666627933065e-06,0.00055367492004703,5.14224064416862
"Rangrf",-0.476187971428573,9.69416891666667,-7.71336000382789,2.68376942113636e-06,0.000582559190251006,5.06076245110916
"St6galnac6",0.496263285714287,8.95779408333333,7.70775062059546,2.70558475609276e-06,0.000582559190251006,5.05293912375677
"Prpsap2",-0.755312,7.47217966666667,-7.70210626352659,2.72772578179524e-06,0.000582559190251006,5.04506257221934
"Rsbn1",0.641833400000001,7.67395858333333,7.69450529845088,2.75784564979645e-06,0.000582559190251006,5.03444857420832
"Fam168b",0.38996454285714,8.93946508333333,7.68927182947285,2.77878862232423e-06,0.000582559190251006,5.02713584395991
"Gm9836",-0.399816571428568,11.7255883333333,-7.68047282071258,2.81438051681479e-06,0.000582559190251006,5.01483232434426
"Cd151",-0.872757571428568,10.1088295833333,-7.67560327924079,2.83428500540806e-06,0.000582559190251006,5.00801864920975
"Psmb4",-0.864492285714283,11.1786791666667,-7.66962771630384,2.85891433957342e-06,0.000582559190251006,4.99965283145321
"Hps3",0.390186228571429,7.34937616666667,7.66589214086784,2.87442622529296e-06,0.000582559190251006,4.99442045980887
"Sumo2",-0.343548000000002,12.042925,-7.66109866603151,2.89446169518098e-06,0.000582559190251006,4.98770343012547
"Pgp",-0.471848571428572,10.431495,-7.66076593201604,2.89585791439723e-06,0.000582559190251006,4.98723705471626
"Cebpzos",-0.952808771428572,9.00041991666667,-7.64676909380615,2.95524233401711e-06,0.000586006627799038,4.9676043365313
"Sp3",0.503810199999998,8.79195291666667,7.6438109743497,2.96795703443519e-06,0.000586006627799038,4.9634515911443
"Rpp14",-0.441468685714288,8.387938,-7.624023465477,3.05451220952472e-06,0.000597563471155094,4.93564127695056
"Slc15a5",-0.9980712,7.16518,-7.61276658960268,3.10494166383319e-06,0.000598066048294192,4.91979569440713
"Psmd14",-0.632017885714287,10.0976135,-7.60380373579498,3.14572436929048e-06,0.000598066048294192,4.90716647338221
"Rere",0.437288257142857,9.26982658333333,7.59998105139771,3.16329049780968e-06,0.000598066048294192,4.90177662162917
"Luc7l3",0.518749428571429,8.38001716666667,7.59544377104656,3.18427524789591e-06,0.000598066048294192,4.89537653526183
"Peg3",1.44229534285714,8.44053925,7.58575260224213,3.22959170266378e-06,0.000598066048294192,4.88169685810019
"Rps28",0.718511714285718,9.65265016666667,7.57578211565594,3.27692753092353e-06,0.000598066048294192,4.86760904435856
"Tgfbr1",0.519185685714286,8.30409108333333,7.56667940277506,3.32078515076659e-06,0.000598066048294192,4.85473506611962
"Rny3",0.906853142857145,13.1616983333333,7.56647091222944,3.32179692506631e-06,0.000598066048294192,4.85444006022651
"Dusp26",1.18487065714286,8.35874925,7.56387603510047,3.3344168283191e-06,0.000598066048294192,4.85076789628151
"Mrpl48",-0.725083742857143,10.0762189166667,-7.56323395277219,3.33754735260781e-06,0.000598066048294192,4.84985910042059
"1700071K01Rik",-0.575162914285712,7.8257135,-7.55609306697415,3.37257378864145e-06,0.000599306362241586,4.83974803586991
"Fryl",0.652740428571432,8.89975375,7.54503479529428,3.42758520422544e-06,0.000604048156156225,4.82407592223044
"Prr14l",0.397988257142856,8.64131558333333,7.53516668311975,3.47747818665959e-06,0.000607383041389218,4.81007588861843
"Higd2a",-0.584520285714282,11.9220441666667,-7.53008398580847,3.50347561859285e-06,0.000607383041389218,4.80285959780392
"Cited2",0.77920057142857,10.3799563333333,7.52214078722041,3.54451698363515e-06,0.00060954258192771,4.79157468686129
"Map1lc3a",0.53456691428571,9.7086505,7.51417299844552,3.58619699657923e-06,0.000611776518040444,4.78024583049429
"Cops4",-0.707276857142856,10.7174241666667,-7.49576176421504,3.68450429476922e-06,0.000617531222560991,4.75403360191204
"Snord35a",0.952078828571429,7.74037308333333,7.48845589080522,3.72430107373263e-06,0.000617531222560991,4.74361879173634
"Vma21",-0.46111877142857,9.30985775,-7.48809276401231,3.72629093879398e-06,0.000617531222560991,4.74310094179247
"Ubxn1",-0.621034800000004,10.0045555,-7.48079333563898,3.76652994828798e-06,0.000617531222560991,4.73268734459977
"Ppp4r3a",0.469739228571429,7.83491725,7.4762795175717,3.79164282760991e-06,0.000617531222560991,4.72624398623226
"Ctsd",-0.441881999999998,11.8655025,-7.47591341711867,3.79368740177687e-06,0.000617531222560991,4.72572125990847
"Zxdb",0.515379457142857,7.86149858333333,7.45372242036772,3.91982324454407e-06,0.000633229627777711,4.69400074066351
"Arid1a",0.403369257142854,8.91047566666667,7.44381469691743,3.97756578893141e-06,0.000637726412655439,4.67981560955804
"Zcchc17",-0.675246085714289,8.27616375,-7.42374292520067,4.09732122289728e-06,0.000645669424632261,4.65103532504622
"Hmox2",-0.468391571428576,9.60419141666667,-7.42261039307833,4.10419102750856e-06,0.000645669424632261,4.64940970389799
"Rpl26",0.700821742857144,9.69141491666667,7.4203491103933,4.11794418261056e-06,0.000645669424632261,4.64616333999131
"Mrpl15",-0.737137285714287,9.39001575,-7.40960727526709,4.18394539909566e-06,0.000651229574381867,4.63073203899986
"Zswim8",0.448138085714289,8.04588891666667,7.39453648009797,4.27843796975274e-06,0.000656037525001581,4.60905403402001
"Mcee",-0.424664285714284,11.5544708333333,-7.39011473984935,4.3065883026134e-06,0.000656037525001581,4.602687568324
"Qrsl1",-0.491998571428574,7.68074216666667,-7.38124620237507,4.36364076059013e-06,0.000656037525001581,4.58991009762226
"Mical3",0.505119257142859,8.5960665,7.37405269442249,4.41050472132649e-06,0.000656037525001581,4.5795376499858
"Zbtb44",0.508059857142856,9.99166575,7.37332451472459,4.41527822266313e-06,0.000656037525001581,4.57848726015706
"Jund",0.508979714285713,8.59282616666667,7.37284299117371,4.41843779854531e-06,0.000656037525001581,4.57779262677481
"Phip",0.569808828571428,8.25987691666667,7.36527111277403,4.46843735718389e-06,0.000656037525001581,4.56686524769331
"Tmem37",-0.565015399999999,7.85184191666667,-7.362790003249,4.48495082890891e-06,0.000656037525001581,4.56328283347258
"Msl2",0.485576142857145,10.03882925,7.35737494469725,4.52121632483977e-06,0.000656037525001581,4.55546108522786
"Mrpl3",-0.635030314285714,9.46223175,-7.35718602154399,4.52248715884602e-06,0.000656037525001581,4.55518812016047
"Mtdh",0.462883142857143,10.5675808333333,7.35077205239869,4.56585710049898e-06,0.000657853627101624,4.54591786761161
"Dnm3",0.867270000000001,7.3964295,7.33282840278034,4.68954151276136e-06,0.000670063383144522,4.51995203760068
"Rps6ka3",0.565289,9.11093108333333,7.32941829209083,4.7134452950515e-06,0.000670063383144522,4.51501210007702
"4933434E20Rik",-0.491437800000002,10.10003425,-7.31446310570816,4.81980837735346e-06,0.000677631595342598,4.49332798444132
"Dennd5a",0.491076885714284,9.28967608333333,7.30926912897617,4.85733998218418e-06,0.000677631595342598,4.48578948053166
"Qng1",-0.819307257142857,8.26023783333333,-7.30862496091082,4.8620162299483e-06,0.000677631595342598,4.48485426770212
"Snora28",0.877289857142857,7.96419158333333,7.29626924815326,4.95263829676093e-06,0.000677953241968512,4.46690445813777
"Wdr18",-0.493112857142856,8.42758616666667,-7.29396268318793,4.96975257943372e-06,0.000677953241968512,4.46355114346202
"Akip1",-0.994261571428572,7.48285491666667,-7.29326425689603,4.97494709923441e-06,0.000677953241968512,4.46253561038322
"Rnu12",0.481686714285713,6.48111908333333,7.29104432531687,4.99149591957683e-06,0.000677953241968512,4.45930729401952
"Galnt18",0.435865914285714,6.15545808333333,7.26380767713557,5.19934155108056e-06,0.00069697116677023,4.41964059876679
"Agap1",0.449513771428571,8.13938483333333,7.26051626259524,5.22507160492793e-06,0.00069697116677023,4.41483980066937
"Cnnm3",0.617666000000001,7.85456983333333,7.25994236839226,5.22957168839039e-06,0.00069697116677023,4.41400256820602
"Fasn",-1.6696446,8.89966375,-7.25391611036314,5.27707365619687e-06,0.000697186191534458,4.4052082072751
"Calcrl",0.549310228571429,8.50646683333333,7.25145870592194,5.29657489348069e-06,0.000697186191534458,4.40162050718827
"Snord32a",0.858793857142858,9.80495491666667,7.23355856986313,5.44094437744802e-06,0.000710080866122324,4.37546068843621
"Ndufa7",0.449117457142858,9.43425641666667,7.23109514779497,5.46113590527392e-06,0.000710080866122324,4.37185692693245
"Vamp8",-0.494736199999998,8.26826991666667,-7.22027731623224,5.55074698431187e-06,0.000717358355717978,4.35602099646344
"Supt3",-1.15729108571428,8.68285766666667,-7.19917791465966,5.73002958641228e-06,0.000734998868165945,4.32508522551688
"Cndp2",-0.589215628571431,8.04288191666667,-7.19615859642971,5.75618134419963e-06,0.000734998868165945,4.3206530307326
"Myc",1.014898,7.56278016666667,7.19119316540941,5.79946403164937e-06,0.000736117684588638,4.31336116368886
"Dpm1",0.337148857142857,8.03133483333333,7.1604888494241,6.07486279714306e-06,0.000766511090451353,4.26819131187871
"Ndufa10",-0.374998857142854,12.0064733333333,-7.14430685998402,6.22553618538861e-06,0.000780901962454275,4.24433029336944
"Ndufv1",-0.473109428571426,11.2560425,-7.13471192090409,6.31673716446262e-06,0.000787708206403514,4.23016410470337
"Pdhb",-0.816358542857143,8.73478675,-7.12984641190668,6.36352287940939e-06,0.000788319210849035,4.2229754172129
"Frzb",-1.08564385714286,6.51932925,-7.12653498739752,6.39557416417572e-06,0.000788319210849035,4.21808087880652
"Zbtb39",0.457662257142857,7.40493475,7.11170551516132,6.54121539833859e-06,0.000792540791143427,4.1961421232698
"Copz1",-0.607535914285718,9.67343275,-7.1062467197159,6.59570547349093e-06,0.000792540791143427,4.18805827011447
"Snord49a",1.11076934285714,7.11745841666667,7.10161394971165,6.64232634545284e-06,0.000792540791143427,4.18119424593803
"Ltv1",-0.526560228571427,7.82512333333333,-7.09957001109245,6.66300565231821e-06,0.000792540791143427,4.17816489834294
"Pqbp1",-0.569019514285714,8.92737625,-7.09834979185271,6.67538349254485e-06,0.000792540791143427,4.17635610426749
"Tbc1d4",1.359644,8.74440733333333,7.09823314631152,6.6765680103917e-06,0.000792540791143427,4.17618318313604
"Snora16a",0.793869314285714,8.01037816666667,7.09691295980021,6.68998979580833e-06,0.000792540791143427,4.1742259343692
"Armh4",0.727161000000001,6.16465575,7.0890435401717,6.77058858081215e-06,0.00079765762926651,4.16255379446807
"Oga",0.507435885714285,8.75970733333333,7.06843994845831,6.98650881814256e-06,0.000818573154055341,4.13195100435777
"Stag2",0.547194714285714,8.31144308333333,7.05759002178789,7.10312625771067e-06,0.000827688876062417,4.11581044402243
"Pitpna",-0.808659714285717,11.4830941666667,-7.05144795132603,7.1700525305139e-06,0.000828571912098728,4.10666572454423
"Stt3b",0.525003999999999,10.4245316666667,7.04977316385161,7.18841698266107e-06,0.000828571912098728,4.10417122970716
"Gas1",0.458357199999996,8.73347016666667,7.04596228391258,7.23038961482488e-06,0.000828929183583472,4.09849361947981
"Nfatc1",0.485908371428573,8.52941825,7.0337905969836,7.36618993893506e-06,0.000839982001378884,4.0803454398574
"Or5m9b",-0.394595314285715,4.804269,-7.02641026380611,7.4498426486095e-06,0.000845002365100792,4.06933064412935
"Pde4d",0.491306857142856,10.7092783333333,7.01525268729962,7.57821909672091e-06,0.000855015576817337,4.05266328849447
"Tomm7",0.524806114285717,8.9519155,7.00172660432503,7.73698731243307e-06,0.000864371728573356,4.03243326553107
"Osgep",-0.758704799999999,8.715547,-6.99783306825126,7.78333769738343e-06,0.000864371728573356,4.02660498288519
"Gsta4",-1.16487728571428,8.70368075,-6.99395625907901,7.82978040903544e-06,0.000864371728573356,4.02079952126568
"Hcfc1",0.439315828571429,9.17066883333333,6.99152689313823,7.85903237774361e-06,0.000864371728573356,4.01716045540376
"Snrpd2",-0.510684285714284,9.04523716666667,-6.99113012363326,7.86382082832635e-06,0.000864371728573356,4.01656603241422
"Tpbgl",0.975201428571426,10.7140585,6.98162214671787,7.97949513375382e-06,0.000869241056256569,4.00231465420321
"Ndufaf3",-0.491410857142855,9.19903333333333,-6.98079460527569,7.98964767521513e-06,0.000869241056256569,4.00107363339768
"Eef1akmt1",-0.733478514285713,8.14456866666667,-6.97478230378559,8.0638192918038e-06,0.000872857271971697,3.99205426748802
"Snora31",0.78719534285714,6.87775291666667,6.95256230705222,8.34431061353154e-06,0.000896144333287588,3.95867464325173
"Snx6",-0.543343399999998,8.40723391666667,-6.9511094998373,8.36300517371178e-06,0.000896144333287588,3.95648965049669
"Rbx1",-0.645920028571432,9.36965808333333,-6.92527045142117,8.70299136677965e-06,0.000927496203123866,3.91757617747028
"Cops6",-0.620991428571427,11.011045,-6.91558157867523,8.83421119417723e-06,0.000927496203123866,3.90295935495134
"Zfp703",0.504077085714286,7.82654483333333,6.91307805226948,8.86845578642335e-06,0.000927496203123866,3.89918022970115
"Snord3b1",0.597066228571428,7.17440916666667,6.91087448582638,8.8987133202958e-06,0.000927496203123866,3.89585313331176
"Snord3b4",0.597066228571428,7.17440916666667,6.91087448582638,8.8987133202958e-06,0.000927496203123866,3.89585313331176
"Srsf11",0.501504085714288,8.37862675,6.90957848331194,8.91655982181544e-06,0.000927496203123866,3.89389600406059
"Herpud2",0.466698857142857,10.065057,6.90057466849046,9.04159391967978e-06,0.000931943007201854,3.88029223497194
"Ddx5",0.370351428571428,10.6905916666667,6.89873448079015,9.06737524689313e-06,0.000931943007201854,3.8775104384952
"Pbx3",0.459075742857141,7.38071841666667,6.89709419150941,9.09042137957163e-06,0.000931943007201854,3.87503040437303
"Slc27a1",1.11207225714286,9.71768858333333,6.89356317723704,9.14024234325025e-06,0.000932567118313245,3.86969033877919
"Scd2",-1.35293842857143,9.41511308333333,-6.88685023565128,9.23575532421098e-06,0.000935680475205196,3.85953305308837
"Uros",-0.587902685714284,7.55620083333333,-6.88327507160043,9.28705283377012e-06,0.000935680475205196,3.85412078460519
"Ube4b",0.475148599999997,9.67739558333333,6.88046789278454,9.32754180258091e-06,0.000935680475205196,3.84986980527764
"Irf2bp1",0.416733628571429,7.53977758333333,6.87917351975475,9.34627373938786e-06,0.000935680475205196,3.84790931147677
"St6galnac4",0.653634485714283,7.70411241666667,6.86199204110469,9.59871740979579e-06,0.000954532338653151,3.82186224408867
"Ylpm1",0.411934857142855,8.16032266666667,6.860290481509,9.62410677220162e-06,0.000954532338653151,3.81928030409273
"Rpl31",0.547478285714284,11.4551416666667,6.85463143023768,9.7090578437877e-06,0.000958499766022819,3.81069019350785
"Zfp971",-0.564786057142856,9.44645033333333,-6.84833666821074,9.80448239178317e-06,0.000959500412902611,3.80112953162066
"Nfu1",-0.622316285714286,10.8336958333333,-6.84802804084144,9.80918636338254e-06,0.000959500412902611,3.8006606285378
"Ckmt2",-0.63473742857143,11.8743375,-6.84030195712487,9.92772358121524e-06,0.000966661085140793,3.78891764662879
"Dgkz",0.411655857142854,8.39586441666667,6.83197675078919,1.00571464998679e-05,0.000974811781650832,3.77625413512833
"Ccdc91",-0.643198085714285,9.09734908333333,-6.81001575158803,1.04071666152148e-05,0.000990575094071085,3.74279977696941
"Ubald1",0.560859657142858,9.23252966666667,6.80932406172226,1.04183975731329e-05,0.000990575094071085,3.74174492528629
"Elk4",0.422778057142859,9.17427166666667,6.80806802573979,1.04388245170506e-05,0.000990575094071085,3.7398292439142
"Sdhaf2",-0.516556028571427,8.80536375,-6.8080542690462,1.04390484762941e-05,0.000990575094071085,3.7398082611779
"Use1",-0.376637428571431,10.7735891666667,-6.80528874790199,1.04841743281678e-05,0.000990575094071085,3.73558951072261
"Eng",0.571931685714286,9.09024258333333,6.80441355242924,1.04984979956887e-05,0.000990575094071085,3.73425417973599
"Mrpl35",-0.413278114285715,10.1203665,-6.80093810974237,1.05555820660221e-05,0.000991573709144734,3.72895039346984
"Nipbl",0.459434685714287,8.61941183333333,6.79752541865192,1.06119541831469e-05,0.000992496978076428,3.72374062375739
"Usp46",0.774102542857143,8.04612958333333,6.79073332727839,1.07250957660756e-05,0.000998698437186879,3.71336675327542
"Idh3a",-0.665022285714281,12.1090316666667,-6.78576728822692,1.08086242770498e-05,0.00100210045253831,3.70577755417078
"Bcl2l11",0.680040942857143,6.91492525,6.76159229328737,1.12251626476879e-05,0.00103621371558137,3.66878044342137
"Nol7",-0.555104314285711,7.93053825,-6.75780725496061,1.1291897570621e-05,0.00103773344535695,3.66297999200802
"Metap1",-0.510662171428574,10.1964926666667,-6.75449217805808,1.13506902861334e-05,0.00103773344535695,3.65789798919619
"Stag1",0.534879285714287,7.88531108333333,6.75241906775628,1.13876208128646e-05,0.00103773344535695,3.65471908565838
"Ppp1cc",-0.382846571428574,10.9013391666667,-6.7488881502595,1.14508128726165e-05,0.00103905163274755,3.649303309689
