"probe_id","mgi_symbol","GSM5429757","GSM5429758","GSM5429759","GSM5429760","GSM5429761","GSM5429762","GSM5429763","GSM5429764","GSM5429765","GSM5429766","GSM5429767","GSM5429768"
"10338631",NA,6.859454,7.012469,7.670779,7.104538,6.606155,7.110643,7.465398,6.969718,7.334871,7.103482,7.188392,7.228979
"10338632",NA,3.866346,4.05592,4.348895,3.848269,4.303997,4.150762,4.263106,4.193233,4.35985,4.270597,4.061566,4.304253
"10338633",NA,6.512419,6.896479,6.811067,7.334083,6.685563,5.715967,7.771546,6.825508,7.388598,6.822505,7.036896,7.441964
"10338634",NA,3.864721,4.324146,3.848231,3.925172,4.454643,4.42576,5.490423,4.139948,4.308603,4.900438,3.916267,4.329486
"10338635",NA,4.787351,4.955517,4.309995,4.960116,5.121686,3.838674,4.338125,4.055758,4.729806,4.948038,4.618001,5.432224
"10338636",NA,3.967123,3.803194,3.815094,4.271427,3.913085,3.624143,3.929305,3.637516,3.960772,3.658179,3.260598,3.498671
"10338637",NA,5.324639,6.142085,5.443979,5.867801,5.10719,5.515375,5.401605,6.204962,6.260191,6.016006,6.328389,6.380127
"10338638",NA,6.579615,5.481682,5.524567,5.187647,5.862104,6.400071,6.05132,6.507524,6.098503,5.920376,6.299168,6.119531
"10338639",NA,4.654765,5.25749,5.237638,4.958918,4.614094,4.994063,5.739916,6.042859,5.455528,5.439285,5.718114,5.109785
"10338640",NA,3.759557,3.892035,5.151882,3.560445,4.270167,3.195731,5.669179,3.582141,3.573118,3.318908,3.24938,3.652292
"10338641",NA,5.29026,6.310147,6.109826,6.146459,6.049788,6.113133,6.068326,6.192689,6.188839,6.636667,6.357489,6.236897
"10338642",NA,6.565924,7.249347,7.621501,7.48796,7.65083,7.601524,7.511217,7.902457,7.497271,7.595497,7.071348,7.64222
"10338643",NA,4.053726,4.057996,3.826563,4.306088,3.433994,4.994803,4.4677,4.447736,4.513036,4.393682,4.357579,4.336335
"10338644",NA,6.613681,7.189585,6.809266,7.501924,7.16866,6.955701,7.502022,7.335228,6.189532,6.409614,7.303261,7.24549
