"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Snord104",1.36369952380953,11.2343669230769,5.98009230718228,4.18382462377312e-05,0.020607544263861,2.39996263117071
"Snora52",0.820972380952384,11.7260246153846,5.97828762387223,4.19636659518513e-05,0.020607544263861,2.39722948525144
"Cox7a1",-0.939608738095235,7.490281,-5.97032661884215,4.25216632718948e-05,0.020607544263861,2.38516636315308
"H2bc6",-0.643946119047614,7.81024538461538,-5.94134670602156,4.46196333073938e-05,0.0210310788741253,2.3411658591544
"H2bc7",-0.881773809523805,10.3323546153846,-5.93124829794587,4.5376008217083e-05,0.0210310788741253,2.32580093807726
"Dnajc7",0.544727380952381,8.75731892307692,5.90243808310423,4.76088340823196e-05,0.0210310788741253,2.28187365025713
"H2bc13",-0.892522380952375,10.6209123076923,-5.89551774514458,4.81621641437443e-05,0.0210310788741253,2.27130184128751
"Ube2c",-0.801259738095238,7.07385438461538,-5.8826847259136,4.92062008519646e-05,0.0210310788741253,2.25167677688128
"Acsm3",3.36746635714286,8.12433438461538,5.88138611888669,4.93131656211904e-05,0.0210310788741253,2.24968936039508
"Ctcf",0.399410809523813,8.67675430769231,5.85406324664145,5.16212369788862e-05,0.0213230473848035,2.20780975568304
"4632427E13Rik",0.756517547619049,9.70506023076923,5.8457971174864,5.23416406595363e-05,0.0213230473848035,2.19511560490473
"Insr",0.594837523809527,10.1571645384615,5.81926434273509,5.47261549668348e-05,0.0213230473848035,2.15429410388409
"2610005L07Rik",0.500211428571433,11.1506653846154,5.81910854282014,5.47404887263659e-05,0.0213230473848035,2.154054060633
"Slc22a23",1.05331019047619,8.13523030769231,5.80802785544612,5.57700955248971e-05,0.0213230473848035,2.13697169778794
