"","GSM5429739","GSM5429740","GSM5429741","GSM5429742","GSM5429743","GSM5429744","GSM5429745","GSM5429746","GSM5429747","GSM5429748","GSM5429749","GSM5429750","GSM5429751"
"10338001",11.0419,11.22216,11.06175,11.05274,10.88644,11.01672,11.22619,10.89543,11.50893,11.11921,11.32203,11.15511,11.90789
"10338002",6.365265,6.354043,6.401908,6.439702,6.262673,6.731324,6.626302,6.327301,6.282436,6.345667,6.21013,6.378914,7.615354
"10338003",9.359622,9.573124,9.414,9.482718,9.173948,9.422523,9.621833,9.380645,9.839933,9.473786,9.577168,9.429494,10.56554
"10338004",8.269755,8.691183,8.53212,8.513025,7.932014,8.296972,8.511936,8.379275,8.65208,8.495989,8.510922,8.481531,9.618882
"10338005",3.431283,3.489172,3.468114,3.492043,3.469182,3.472262,3.479803,3.552432,3.460131,3.482434,3.45035,3.461122,3.524174
"10338006",3.606576,3.63247,3.576386,3.636928,3.626503,3.642323,3.635253,3.689734,3.595482,3.631874,3.572335,3.614496,3.729901
"10338007",3.780172,3.784305,3.833915,3.847926,3.81135,3.905746,3.843523,3.872728,3.725928,3.812698,3.747225,3.817626,4.051808
"10338008",4.228048,4.163355,4.173783,4.236566,4.183383,4.468545,4.285645,4.231004,4.107274,4.136286,4.121704,4.205426,4.581206
"10338009",8.201745,8.226429,8.176575,8.242415,8.102675,8.570601,8.570512,8.212238,8.042234,8.227327,7.993664,8.089825,9.575458
"10338010",3.460499,3.516668,3.476212,3.56927,3.499612,3.511712,3.508111,3.557409,3.482998,3.516668,3.47633,3.500587,3.597861
"10338011",5.770239,5.76713,5.699634,5.806322,5.637195,6.14537,5.960568,5.805342,5.636111,5.7029,5.595683,5.766435,6.734111
"10338012",3.539424,3.562659,3.518125,3.599406,3.541034,3.567725,3.567476,3.635577,3.521216,3.567476,3.52984,3.534595,3.636191
"10338013",3.382388,3.410482,3.392679,3.451495,3.391195,3.391145,3.373796,3.445562,3.408273,3.394833,3.387076,3.379642,3.45539
"10338014",3.410961,3.46004,3.412699,3.473998,3.427138,3.431411,3.444572,3.519328,3.399204,3.445337,3.412009,3.409368,3.4902
"10338015",3.377923,3.45531,3.413201,3.429216,3.415609,3.405466,3.391387,3.480694,3.418719,3.42606,3.390127,3.399106,3.492306
"10338016",7.563491,7.587709,7.656829,7.67162,7.423195,7.943564,7.893949,7.51127,7.469899,7.564384,7.368702,7.626013,8.987247
"10338017",12.1653,12.28098,12.1586,12.20748,11.9089,11.71914,11.97192,12.116,12.5058,12.22081,12.29661,12.36304,12.68452
"10338018",6.870223,6.842144,6.85623,6.949718,6.761089,7.312456,7.132341,6.837541,6.720323,6.791586,6.63802,6.870035,8.087774
"10338019",5.235841,5.157225,5.212697,5.223472,5.146086,5.620841,5.451966,5.278521,5.094113,5.199106,5.061231,5.221619,6.174391
"10338020",8.148996,8.187016,8.18168,8.270487,8.100208,8.587652,8.551471,8.167573,8.135843,8.194957,7.989473,8.124477,9.479426
"10338021",3.659207,3.648774,3.640604,3.74112,3.662451,3.736807,3.691075,3.718096,3.631135,3.66842,3.646217,3.678612,3.814895
"10338022",3.590867,3.614244,3.563684,3.62114,3.613317,3.62917,3.60628,3.684483,3.571423,3.611213,3.561521,3.582884,3.698941
"10338023",3.947957,3.895456,3.900162,3.980113,3.947649,4.130981,4.029198,3.980113,3.851848,3.891906,3.895952,3.931554,4.344108
"10338024",7.241693,7.243213,7.264778,7.247713,7.049972,7.671767,7.488405,7.228815,7.10322,7.157962,6.959135,7.191718,8.5422
"10338025",7.970759,8.35136,8.251494,8.195396,7.765264,7.984097,8.099078,8.237524,8.599172,8.269652,8.240011,8.179254,9.16387
"10338026",12.28921,12.48507,12.4078,12.30603,12.15401,12.22718,12.25472,12.12428,12.65653,12.42566,12.51138,12.50802,12.70619
"10338027",7.318635,7.331667,7.312409,7.398381,7.140947,7.680765,7.597079,7.28667,7.131835,7.269594,7.077334,7.344368,8.652004
"10338028",4.597351,4.544261,4.514451,4.646989,4.571444,4.858502,4.719474,4.646989,4.478049,4.566073,4.486818,4.573436,5.27139
"10338029",8.775114,9.232561,9.045925,9.227311,8.733915,8.745686,9.0312,9.026459,9.543753,9.173434,9.114714,9.109954,10.31934
"10338030",3.418575,3.470727,3.41887,3.523243,3.43862,3.459017,3.454223,3.512372,3.448519,3.468325,3.433545,3.449171,3.542158
"10338031",3.384664,3.442034,3.398884,3.438442,3.38805,3.39393,3.399891,3.458431,3.385822,3.416416,3.377527,3.406409,3.464397
"10338032",3.42773,3.479233,3.420583,3.508788,3.4377,3.44343,3.457199,3.525359,3.4354,3.458795,3.435494,3.439551,3.52083
"10338033",6.916181,6.893089,6.921862,6.960924,6.782971,7.241567,7.119956,6.906866,6.775445,6.840202,6.682849,6.918591,8.207754
"10338034",3.982236,3.943771,3.905035,4.0109,3.964351,4.096499,4.031076,4.010817,3.869855,3.946362,3.910965,3.952009,4.337831
"10338035",8.171979,8.403455,8.216078,8.32406,7.993127,8.231604,8.404089,8.215242,8.586945,8.30619,8.338993,8.265439,9.340258
"10338036",8.284204,8.683064,8.616885,8.68252,8.228252,8.169107,8.496857,8.538529,8.945058,8.667498,8.484283,8.55776,9.793039
"10338037",4.305507,4.282856,4.276079,4.335905,4.244992,4.345097,4.374944,4.337346,4.309838,4.246202,4.26293,4.356753,4.418424
"10338038",3.3116,3.398097,3.405631,3.431643,3.390075,3.322335,3.336082,3.469291,3.405631,3.492651,3.347577,3.337023,3.4009
"10338039",8.277021,8.24309,8.200661,8.338482,8.109705,8.63402,8.632073,8.273752,8.159375,8.25928,8.013597,8.178724,9.508737
"10338040",4.596128,4.542336,4.546937,4.618392,4.544244,4.90436,4.739092,4.618862,4.484519,4.531917,4.446093,4.579693,5.2164
"10338041",10.12819,10.40397,10.21125,10.35186,9.875984,9.780903,10.04372,10.05096,10.68302,10.41011,10.30503,10.35657,11.17299
"10338042",9.318889,9.652559,9.401863,9.61659,9.312201,9.241058,9.521024,9.447584,9.841475,9.530262,9.616481,9.538781,10.63443
"10338043",3.352547,3.420682,3.37493,3.421005,3.382848,3.393568,3.375542,3.446249,3.386941,3.433875,3.361029,3.355691,3.48868
"10338044",11.22495,11.4847,11.35587,11.29296,11.11893,11.21108,11.36305,11.16445,11.7208,11.36974,11.48342,11.35262,12.10836
"10338045",7.906171,8.245411,7.755924,8.158006,7.98663,8.240211,8.145527,8.011451,7.946642,8.046202,7.721459,7.864013,9.599068
"10338046",4.318169,4.245496,4.341798,4.365329,4.28987,4.491096,4.41992,4.365329,4.215285,4.302791,4.246596,4.335028,4.822247
"10338047",5.889513,5.7883,5.666077,5.951735,5.832136,5.976395,5.973173,5.912916,5.879201,5.751885,5.705495,6.073597,5.922307
"10338048",3.84717,3.831633,3.793082,3.862334,3.858182,3.933233,3.862334,3.897046,3.755256,3.820964,3.794709,3.822997,4.086733
"10338049",8.504082,8.546414,8.572494,8.583975,8.37447,8.859653,8.845032,8.514616,8.442461,8.559768,8.387533,8.526951,9.862473
"10338050",3.402241,3.471771,3.402601,3.46948,3.425099,3.42953,3.444576,3.496756,3.425235,3.4388,3.41264,3.428054,3.487993
"10338051",5.813322,5.699058,5.754947,5.834229,5.613781,6.133525,6.052469,5.681561,5.582343,5.704207,5.632524,5.766358,6.826107
"10338052",3.681927,3.720284,3.661916,3.744681,3.728647,3.768005,3.728647,3.761415,3.661868,3.692851,3.654466,3.706284,3.908983
"10338053",8.183651,8.166348,8.163705,8.24469,8.055059,8.56871,8.466439,8.160168,8.085163,8.133143,7.948929,8.155638,9.498047
"10338054",5.227362,5.124198,5.181252,5.26073,5.137439,5.597738,5.456494,5.26073,5.027016,5.116436,5.022576,5.201488,6.128065
"10338055",7.826944,7.799181,7.81237,7.86225,7.66635,8.159006,8.040362,7.729941,7.679016,7.77934,7.606664,7.816352,9.139108
"10338056",4.018367,4.049425,4.057554,4.057554,3.997148,4.109159,4.069113,4.033376,4.041593,3.994078,4.000322,4.057554,4.194221
"10338057",3.51067,3.548091,3.498273,3.551539,3.504258,3.531305,3.517984,3.60069,3.511288,3.533003,3.486451,3.483782,3.610852
"10338058",3.368441,3.516635,3.433743,3.370638,3.425865,3.418769,3.385555,3.464832,3.396211,3.441251,3.351171,3.423969,3.426611
"10338059",12.59097,12.63809,12.51754,12.54432,12.4207,12.47209,12.6045,12.38874,12.81403,12.53491,12.73384,12.66473,12.90218
"10338060",4.083802,4.073166,4.101337,4.104084,4.068054,4.138762,4.142344,4.104084,4.068171,4.069654,4.027743,4.104084,4.169251
"10338061",6.448394,6.391782,6.469317,6.494373,6.293808,6.864182,6.725496,6.469913,6.314551,6.40926,6.202421,6.437065,7.572719
"10338062",8.28861,8.329809,8.336735,8.359623,8.190907,8.689435,8.626737,8.318158,8.243166,8.276909,8.200393,8.274682,9.612806
"10338064",4.722802,4.654273,4.499697,4.868744,4.623114,4.682514,4.74826,4.846067,4.722802,4.636811,4.60048,4.888509,4.777162
"10338065",5.771337,5.663266,5.44779,5.895025,5.715663,5.847066,5.807801,5.86568,5.731092,5.643266,5.541247,6.061882,5.771337
"10338066",4.151371,4.130741,4.123295,4.212476,4.11798,4.188391,4.231353,4.174067,4.127373,4.108612,4.075202,4.207224,4.223411
"10338067",5.85577,5.776037,5.418066,5.957261,5.811953,5.86629,5.979375,5.957116,5.818452,5.716734,5.691583,6.211995,5.86629
"10338068",7.169517,7.330356,6.907444,7.428633,6.835252,7.69159,7.241593,6.989544,7.050384,6.598391,7.307148,7.686692,6.645256
"10338069",5.817388,4.782031,4.826398,5.530174,5.255489,4.791293,5.516216,5.752151,5.071736,6.143233,5.013016,5.455948,5.768116
"10338070",4.126252,4.031897,4.335059,3.912222,4.229914,3.830856,4.325572,4.20304,4.066244,4.759559,4.656272,4.029794,3.856267
"10338071",3.89627,4.114874,4.044166,3.999905,3.689338,3.9887,4.007947,4.528033,3.74088,4.020103,3.776853,3.876225,3.907889
"10338072",5.168918,4.397686,4.757617,4.61944,4.463445,4.570414,4.4262,4.508413,4.510532,4.622133,4.409985,4.610937,4.380425
"10338073",5.574098,4.716745,5.753287,5.097171,5.43032,5.553226,5.659638,4.990902,5.003488,4.897999,5.053129,5.311783,5.190883
"10338074",9.117366,9.058274,9.231546,9.086606,9.190172,9.053429,9.201587,9.271548,9.273193,9.129352,9.314268,9.344758,7.721609
"10338075",8.254458,8.516787,8.087004,8.823476,8.352369,8.462852,8.677868,8.063684,7.379868,8.172619,7.626807,8.210361,6.456753
"10338076",8.619693,9.034346,8.51062,8.986824,8.756172,8.833919,8.702973,8.653841,8.106687,8.748561,8.577164,8.703017,7.848704
"10338077",10.48802,10.86277,10.59642,10.96967,10.73278,10.9316,10.7495,10.81017,10.64904,10.7077,10.44772,10.5511,10.01317
"10338078",6.825689,6.694295,5.981323,6.454687,6.462502,5.459269,5.58534,7.331558,6.495137,6.847595,6.373445,7.030799,5.621915
"10338079",4.687515,4.825195,5.114532,4.841218,5.032634,5.079425,4.917821,5.025978,5.099365,5.051129,5.382694,4.720799,4.707549
"10338080",4.821062,4.923016,4.791062,5.167672,4.85809,5.082524,5.354391,5.489493,4.665152,4.772696,4.96531,5.367844,4.580381
"10338081",5.853224,6.359677,6.466434,6.444054,6.377749,7.17689,6.908043,6.446188,6.582896,6.29993,6.688765,6.366841,7.144265
"10338082",7.62896,7.3492,7.683022,7.873524,7.133943,7.55614,6.908652,7.969437,8.287859,7.561616,8.260533,8.224657,7.213822
"10338083",4.431715,3.713199,3.429616,3.840252,4.132749,3.988076,3.59975,4.577046,3.77146,3.561298,4.037202,3.630809,3.772008
"10338084",5.682422,5.696258,5.756854,5.730681,5.646454,6.048223,5.884177,5.526414,5.609599,5.702216,5.695653,5.725618,5.920975
"10338085",8.956341,9.704455,9.41629,10.19465,9.220023,10.21706,10.14962,9.863693,9.262462,9.057271,8.906915,9.69946,7.168932
"10338086",7.524549,7.580171,7.719305,7.646581,7.520111,6.809018,7.245967,8.170818,8.185023,7.944508,7.945102,7.956649,7.429433
"10338087",6.399319,6.15311,6.411351,6.241983,6.588835,5.877716,6.162571,7.150632,7.051325,6.496203,6.895207,6.630927,5.789717
"10338088",3.85705,4.232806,3.995502,3.881806,3.666697,4.028185,4.040627,3.957552,3.549974,4.178427,4.059908,3.968237,4.751236
"10338089",4.784076,4.707035,4.408553,4.814918,4.351022,4.773121,5.20992,4.570433,5.304583,4.49417,4.64892,5.459953,4.412386
"10338090",5.735042,5.192633,5.562691,5.386365,5.624667,5.104381,4.787256,5.57474,6.321193,5.168408,5.733718,5.213829,5.56916
"10338091",5.33747,5.703945,5.405388,5.193478,5.52812,5.864598,5.43863,4.938894,5.043266,5.620935,5.005221,5.021269,5.304513
"10338092",7.038536,6.047016,7.071261,6.601721,6.399375,7.035831,7.055053,6.624687,6.990308,6.90482,7.22524,6.947906,7.294994
"10338093",5.584908,5.744441,6.028296,5.649373,5.462236,6.285914,6.421841,5.183912,6.15022,5.310456,5.711843,5.398946,5.951987
"10338094",9.505453,9.015013,9.408556,9.067423,9.150204,9.209933,9.361008,9.360709,9.789209,9.302578,9.616755,9.557611,9.348547
"10338095",10.8013,10.99874,11.4931,11.09397,11.40551,11.4266,11.29103,11.27186,10.44224,11.44998,10.63299,10.90304,11.41465
"10338096",6.05528,6.521721,6.956796,6.6979,6.299585,6.30346,6.603673,7.16426,6.786801,6.817104,6.688748,7.08077,6.065454
"10338097",4.945339,4.203194,4.551326,4.156503,5.208929,4.812553,4.562222,4.64925,5.951404,4.087603,4.454735,5.388335,4.353916
"10338098",7.239102,7.225593,8.165629,7.237128,7.796456,7.985966,7.639135,7.107994,7.965153,7.643204,7.620467,7.175014,8.954797
"10338099",5.281399,5.596678,5.575336,6.225049,5.096571,5.183039,5.54121,5.770947,5.617777,5.206767,5.263821,5.755836,5.266005
"10338100",3.686959,3.470816,3.573667,3.806123,3.528503,3.501852,3.575289,3.872748,3.755548,3.783263,3.618146,3.49061,4.187979
"10338101",8.169963,7.459958,8.13993,7.543745,8.093914,7.318511,7.598416,8.251605,7.906274,8.421191,8.322524,8.020296,7.198632
"10338102",4.543066,3.68882,3.847547,3.832157,3.864257,3.595,3.527339,4.065976,3.808874,4.921363,3.813863,3.747552,3.782827
"10338103",6.752596,6.68537,6.799323,6.221032,6.594581,6.773116,6.633654,6.478861,5.865615,7.072822,6.165805,6.962759,7.98699
"10338104",8.713239,8.256363,8.106773,8.177639,8.052353,8.291959,7.9038,8.716647,8.242215,8.659694,8.702216,8.611719,7.399678
"10338105",5.200469,5.354229,4.160893,5.413645,4.57245,4.37834,4.210769,6.112484,5.998565,5.263342,5.150617,5.482428,6.056607
"10338106",9.057032,9.148205,9.276196,9.383516,9.535158,9.348284,9.280865,9.164257,8.669952,9.286913,8.699887,8.827361,9.106359
"10338107",7.634073,7.841201,7.639035,7.58581,7.457735,7.499555,7.723382,7.821182,7.345333,7.64129,7.774069,8.001094,7.484832
"10338108",4.739845,4.90385,4.682523,4.945007,4.899096,5.209795,5.527036,5.373027,5.143277,5.502681,5.704596,5.266815,5.508685
"10338109",7.584954,6.31432,7.796479,6.715281,6.511748,5.617093,5.578957,7.415436,7.178504,7.776656,7.83249,7.59182,7.829926
"10338110",5.280245,5.313283,5.536246,6.162145,5.55438,5.568278,5.693577,6.65116,5.691391,6.08737,6.73217,6.442104,5.238459
"10338111",9.953605,9.961641,9.705794,9.936673,9.76758,10.08278,9.951341,10.02511,9.751131,9.797876,9.971455,9.738876,9.884032
"10338112",6.012812,5.714355,5.834057,6.562326,5.339152,5.722725,6.401932,6.12067,6.037812,6.019722,6.44955,5.806295,6.802038
"10338113",4.337124,3.918952,4.034523,4.51846,4.222611,4.37513,3.977757,5.25078,4.815972,4.45797,4.556528,4.797662,4.41099
"10338114",4.66742,4.716145,4.485318,4.266302,5.12887,4.742022,5.200766,4.344691,5.273001,4.710571,5.000951,5.020333,8.00059
"10338115",6.3983,6.711137,5.633519,6.167168,6.46158,5.722582,4.935788,6.386595,6.380999,5.810369,7.273589,6.828938,5.370609
"10338116",12.27751,11.44432,12.00881,10.08401,12.05163,10.46233,10.08827,10.56634,9.874926,12.31889,10.03262,10.22368,11.39954
"10338117",9.254606,9.015242,9.100261,9.083145,9.390765,9.337761,9.262604,9.094574,8.515208,9.60965,8.699441,8.974424,9.585004
"10338118",5.406849,4.578495,4.33712,4.508281,4.776904,4.622846,4.620103,4.890891,5.253266,4.701868,4.53239,4.315635,4.31546
"10338119",6.120818,5.345107,6.461742,6.088119,5.518193,6.59479,6.008555,5.782133,6.297231,5.394127,5.737679,6.344325,6.351524
"10338120",10.94771,11.22865,10.92033,11.08382,10.66656,11.10079,11.00541,11.28251,10.54687,10.71093,10.41478,10.92546,10.09462
"10338121",4.913246,4.461213,4.887831,4.367779,4.694164,4.86462,4.595116,5.139022,5.574782,4.974773,5.04289,5.333272,5.499585
"10338122",5.039719,5.40692,4.572101,4.785733,4.652798,4.646454,4.784448,4.404423,4.759964,5.516007,4.550909,4.99891,5.205929
"10338123",9.354164,9.416229,9.441521,9.452735,9.364283,8.862636,9.230549,9.421206,9.072016,9.486607,9.282905,9.581035,9.578049
"10338124",6.670329,6.82923,7.036045,6.771004,6.24361,6.820829,6.681659,6.909148,6.054643,6.750943,6.907593,6.707762,6.910018
"10338125",4.485115,4.259751,4.006214,4.427632,4.249785,4.111973,3.941303,4.931346,4.479578,4.627355,5.027442,4.471829,4.667315
"10338126",3.444509,3.547964,3.404738,3.707036,3.595646,3.423631,3.628436,3.867747,3.515993,3.772541,3.570762,3.513149,3.603926
"10338127",4.505141,4.810742,4.601313,4.594667,4.586255,4.86691,5.016243,5.092321,4.858171,5.142192,4.742042,4.600987,5.228613
"10338128",9.227165,9.125942,9.18075,8.86948,9.385429,8.946822,8.870193,8.860974,9.007127,9.393322,9.182495,8.854875,9.185165
"10338129",7.368248,7.222912,7.491146,7.056666,7.322193,7.369041,6.979177,7.556517,7.889022,7.779753,7.204583,7.299938,7.359071
"10338130",3.583019,3.579342,3.835069,4.106717,3.813315,3.555168,3.532392,4.116794,3.735748,3.903259,3.773164,4.158567,3.791104
"10338131",4.788853,4.578424,4.087224,4.371861,4.26526,4.625145,4.097335,4.467299,4.470747,4.570372,4.504176,4.374203,4.954908
"10338132",3.811061,3.986466,3.678455,4.171381,3.593721,3.576838,3.634341,3.737928,3.712315,3.756503,3.907659,3.64444,3.813493
"10338133",5.900621,5.806135,6.355118,5.68211,5.518623,6.442402,5.615283,5.857819,6.307016,6.035734,6.07968,6.121443,5.543442
"10338134",10.0189,10.35191,9.895106,10.12621,10.25416,9.867107,9.899116,10.0133,10.47331,10.0103,10.29477,10.20555,10.61738
"10338135",7.34291,7.424176,7.40193,7.353615,7.211141,7.268198,7.237383,7.787895,7.551895,7.539304,7.333014,7.496188,7.484986
"10338136",8.051847,7.599966,8.037958,7.981902,7.463778,8.166564,8.256527,7.953815,8.269645,8.070932,8.268359,8.307792,8.756182
"10338137",6.342657,6.306753,7.286239,6.739218,6.397377,7.023373,7.282293,6.753664,7.030094,6.724084,6.725018,6.60631,6.247319
"10338138",9.294487,9.271668,9.337425,9.514357,9.157234,9.454859,9.4033,9.436434,9.370265,9.003338,9.033498,9.553406,9.41699
"10338139",6.656,6.916454,6.689093,6.581896,6.776526,7.264864,7.136197,6.915306,7.349419,7.02553,6.592854,6.814663,6.810561
"10338140",4.767722,4.511576,4.093927,4.79636,4.32614,4.228893,4.216551,4.75211,5.092309,4.69706,4.774136,4.849021,5.061777
"10338141",5.443138,5.386188,6.116944,5.170539,6.126208,5.730251,5.621489,5.689361,6.549503,5.691266,5.606133,5.774391,5.726498
"10338142",6.469645,5.567659,6.054934,6.405074,6.006388,6.897729,6.565389,5.553212,6.152785,6.609426,6.325099,6.028914,6.531709
"10338143",3.486928,3.640249,3.466194,3.666515,3.579004,3.569465,3.45115,3.852142,3.539738,3.433168,3.507494,3.588727,3.600188
"10338144",7.009022,7.205173,7.194674,7.159195,6.897948,6.39006,7.040932,7.291513,7.366167,6.321167,6.807371,7.230178,6.942086
"10338145",7.154117,6.432745,6.777988,6.706378,6.683374,6.376379,6.351106,6.722344,6.613728,6.707344,6.976624,6.835758,7.052054
"10338146",5.099887,4.980908,4.900388,4.447011,4.996356,5.230402,5.01438,4.852681,5.161145,4.780556,4.699588,4.736706,5.134983
"10338147",11.15213,10.73459,11.03209,10.93111,11.15369,10.95625,10.87627,11.28698,11.13937,11.13837,11.14808,11.23508,10.766
"10338148",7.60535,6.331805,6.961269,5.995052,6.798818,6.077046,6.287317,6.695544,6.622874,7.325067,6.451415,6.685874,6.760467
"10338149",4.567131,5.140636,4.445478,4.899304,4.57678,4.328375,4.26472,4.759608,4.912709,5.342365,4.105019,4.474847,4.431649
"10338150",10.07156,9.495871,9.706765,9.553617,9.610907,9.52816,9.452747,9.531626,8.852127,9.582366,8.801256,9.022817,8.501678
"10338151",5.165944,4.613582,5.527418,4.955289,4.958433,4.605357,5.245361,4.668375,5.501821,5.48938,5.289534,5.074626,6.012751
"10338152",6.899483,6.24517,6.034549,5.989809,6.806165,6.648799,6.361443,6.421189,6.399275,6.4278,6.244925,6.392903,6.648241
"10338153",5.712892,5.556255,4.896767,6.67686,5.60222,4.745734,4.130241,5.217806,5.065517,4.598916,5.409037,6.240076,3.420279
"10338154",7.059377,7.322629,6.501755,7.492364,6.600248,6.807363,6.165903,7.86111,7.300718,7.040023,7.547386,7.51195,6.572675
"10338155",8.669033,8.187015,9.021857,8.345345,8.631447,8.019891,7.530839,8.437963,8.289069,8.831402,8.62965,8.553512,8.401831
"10338156",5.025405,5.939682,5.505984,5.533944,5.567649,5.492124,5.267783,6.182161,6.122753,6.113471,6.049542,5.939945,5.015111
"10338157",5.860545,5.306494,5.252879,5.883378,5.731881,4.368399,4.251988,5.180287,5.423966,6.518698,5.779368,6.60968,6.581495
"10338158",4.126254,3.710083,3.870018,3.89995,3.536733,3.823021,3.771858,3.904279,3.726388,4.306986,3.96245,3.67167,4.213341
"10338159",5.416246,5.339611,5.210989,5.387003,5.44367,5.334675,5.298636,5.926442,5.769339,6.253471,5.464024,5.904422,5.42837
"10338160",7.645379,7.550366,6.953219,8.788409,7.028836,6.924894,8.083511,8.237193,8.28334,7.269611,8.011774,8.430236,8.008781
"10338161",8.801085,8.566205,8.441787,8.708036,8.447105,8.659383,8.503281,8.68204,9.217958,8.826185,8.988357,8.815564,8.948473
"10338162",7.293042,7.811807,7.815867,7.949395,6.850538,7.468778,7.811884,8.184334,8.500562,7.022906,8.236889,8.248548,7.058085
"10338163",9.795847,9.836828,9.73299,9.878205,9.666227,9.670263,9.61042,9.896362,9.829069,10.06855,10.01875,9.874411,10.18809
"10338164",6.434457,6.386244,6.631152,6.779799,6.826079,6.748323,6.576658,7.369453,7.221003,6.617075,6.975915,7.393089,6.868344
"10338165",4.858344,4.332295,4.236695,4.406927,4.005415,3.99227,4.10778,4.306285,4.673388,4.340207,4.168825,4.134227,4.845332
"10338166",9.527691,9.198362,9.16662,9.242373,9.475378,9.46247,9.216696,9.586864,9.512415,9.517997,9.433555,9.477104,9.107735
"10338167",4.460279,3.914771,3.952341,3.982464,3.604221,3.521931,3.494635,3.731737,3.480597,3.975751,3.801714,4.032084,4.225294
"10338168",8.653906,8.219921,8.676023,8.68571,8.421257,8.098915,8.108161,8.161186,8.037521,8.29529,7.452411,8.785917,8.04704
"10338169",5.979017,4.968667,5.539433,5.878335,4.715989,4.8082,6.039051,6.274669,6.123415,6.033043,5.882478,6.720629,5.862525
"10338170",4.901701,5.390986,4.925063,5.203771,4.509269,4.412034,4.516681,5.051422,5.747323,4.38694,4.68183,5.209237,5.014917
"10338171",3.706428,3.512725,3.419233,3.729121,3.759029,3.675227,3.621854,4.355807,3.929534,3.628849,3.783081,3.688449,3.537836
"10338172",6.59526,6.304463,6.836674,6.63066,6.404827,6.604387,6.783985,6.347156,7.546968,6.270089,6.548659,6.438287,6.801014
"10338173",7.346555,7.618356,7.415124,7.326511,7.325085,7.073775,7.213629,7.899821,8.013659,7.999508,8.220044,7.987324,8.209353
"10338174",7.337606,7.253362,7.245725,7.518737,7.287574,6.355487,6.668787,8.365902,7.875076,7.341364,7.362348,7.374672,6.254782
"10338175",3.464538,3.873209,3.797021,3.695304,3.617887,3.675797,3.803168,3.965326,3.639402,3.692492,3.548726,3.621129,3.763587
"10338176",9.296917,9.128632,9.386023,9.258213,9.200701,9.372904,9.106808,9.45842,9.604717,9.387245,9.67878,9.692724,9.260023
"10338177",6.573209,6.351515,6.49475,6.314996,6.32287,5.99907,6.505624,7.005978,7.133095,6.390675,6.609426,6.881252,5.545754
"10338178",5.947281,6.125346,5.950034,6.16919,5.782898,5.419686,5.982147,6.176868,6.280459,5.850768,5.80504,7.057899,6.729095
"10338179",10.75282,10.52586,10.55066,10.4653,10.42719,10.21877,10.28583,10.57349,10.87681,10.90216,11.13312,10.78633,11.08727
"10338180",10.65061,10.07459,10.08172,10.0366,10.43056,10.20585,9.915118,10.7265,10.76,10.62458,10.76131,10.27186,9.957039
"10338181",4.133183,3.673909,3.979823,4.096316,4.488687,3.912483,4.020738,4.120742,4.395302,4.483933,4.006971,4.273578,4.21996
"10338182",5.838637,6.106196,6.363224,6.224887,6.23279,5.862663,6.429469,6.233835,6.66848,6.009568,6.229506,6.180083,5.874333
"10338183",4.759971,4.744628,4.050256,5.186539,4.189442,3.93159,3.670346,6.138631,4.920981,5.288352,5.022281,5.989109,5.162834
"10338184",6.454824,5.538949,6.369821,6.017211,5.568652,5.127418,5.05369,5.952468,5.586854,6.805062,6.030847,6.619527,6.606216
"10338185",4.709102,4.044384,4.383248,4.676357,4.016628,4.330902,4.394905,5.960505,4.718524,4.810873,5.21892,5.637582,4.191354
"10338186",8.174836,8.107003,8.034898,7.781521,7.75786,7.461147,7.61353,8.209286,8.22606,8.298847,8.133748,8.287101,8.251023
"10338187",7.25335,6.784903,7.60234,6.605829,6.808725,7.254266,7.307067,6.450374,7.054345,6.612637,6.655466,7.257816,7.694378
"10338188",6.753699,5.792641,6.736508,6.429599,6.422145,6.354676,6.188999,7.151013,7.148929,6.959068,6.713092,6.51463,6.650613
"10338189",5.967943,6.280481,6.368249,5.664948,5.820288,5.904716,6.06309,5.452269,6.179239,5.539867,5.625753,5.421676,6.241679
"10338190",6.367155,5.863242,6.155244,6.811905,5.669992,5.951578,5.805089,6.326582,6.494891,5.555882,6.266866,6.359231,6.629655
"10338191",6.771072,6.636985,6.563849,6.799137,6.67137,6.968544,7.216385,6.306387,6.700747,6.652339,6.412698,6.285589,6.384887
"10338192",5.771832,5.305534,6.034134,6.541453,5.655392,5.369477,7.034317,4.61605,5.351305,5.859829,6.060296,6.557752,5.568293
"10338193",7.349288,7.088505,6.788615,7.10969,7.061054,6.946728,7.065855,7.558058,7.11471,7.674233,7.678293,7.153102,6.883656
"10338194",5.109548,5.335753,5.677575,5.862951,5.070853,4.528505,5.893574,5.73516,5.387003,5.351046,5.470307,5.735345,6.611056
"10338195",9.147333,8.970652,8.857557,9.175757,8.331829,8.854454,8.809643,8.902246,8.629229,9.096191,8.700365,9.051267,8.124623
"10338196",10.99513,11.04862,11.06421,11.14461,11.11848,11.33758,11.24812,10.68769,10.54319,10.88472,10.64008,10.87881,10.88314
"10338197",6.669334,6.549952,6.315743,6.357183,6.700746,6.796068,6.74193,6.854367,6.536616,6.654911,6.19008,6.133731,6.679409
"10338198",6.721199,6.12496,5.951199,6.658612,5.406729,5.420006,5.051968,6.841379,7.060964,7.034707,7.125449,6.631711,7.020668
"10338199",4.666453,4.247884,4.753759,4.414202,4.476689,4.122837,4.408582,5.341337,4.627586,4.573654,4.341637,4.563161,4.374674
