"probe_id","mgi_symbol","GSM5429757","GSM5429758","GSM5429759","GSM5429760","GSM5429761","GSM5429762","GSM5429763","GSM5429764","GSM5429765","GSM5429766","GSM5429767","GSM5429768"
"10419561","Or6s1",5.666482,5.912442,6.463064,6.192615,6.052948,5.99484,6.0079,5.917046,6.040291,6.055919,5.837915,5.974746
"10584537","Or6x1",4.964177,5.265139,5.153603,5.465939,5.118231,5.033366,4.886662,4.924965,5.041907,5.072456,5.039357,4.913427
"10351968","Or6y1",4.930045,4.873749,5.211162,5.526388,4.882964,5.113026,5.300057,4.873636,5.070084,5.162125,5.180402,4.949778
"10559786","Or6z1",6.286419,6.260584,6.347979,6.412683,6.338172,5.949157,6.348525,6.286777,6.325394,6.443869,6.287556,6.275509
"10549869","Or6z3",5.015443,5.095238,5.28242,5.715524,5.335503,4.455072,4.995459,4.80579,5.067653,5.297729,4.960026,5.046825
"10549871","Or6z5",5.556605,5.650898,5.56365,5.997054,5.776529,5.731473,5.699065,5.590684,5.701744,5.39285,5.684968,5.807157
"10559784","Or6z6",6.688534,6.839566,6.694498,6.672015,6.908233,6.918614,6.671822,6.170244,6.81935,6.822143,6.987117,7.035221
"10559782","Or6z7",4.953897,5.053208,5.262653,5.323713,5.502118,4.526333,5.134413,4.853205,5.226119,5.133718,4.619647,4.975019
"10364426","Or7a35",4.541817,4.415969,4.781861,4.519317,4.52389,4.430955,4.580878,4.118866,4.361495,4.320926,4.410157,4.271488
"10364424","Or7a36",3.821385,4.516182,4.999744,5.480762,4.270013,4.827902,4.272063,4.366534,4.324259,4.40677,4.1783,4.387603
"10364419","Or7a37",4.169709,4.052648,4.633805,4.790974,4.244737,4.200774,4.012008,3.968088,4.02674,4.208573,3.978281,4.104433
"10364415","Or7a38",4.338643,4.462189,6.009498,6.192922,4.691524,4.906663,4.704905,4.513878,4.451713,4.303206,4.414991,4.488054
"10364413","Or7a39",4.179899,4.372264,5.368745,5.367719,4.533993,4.738892,4.299934,3.999212,3.938817,4.070526,4.238431,4.162906
"10438040","Or7a40",4.836795,4.743119,5.355213,5.496459,5.047556,5.020069,5.128014,4.714355,4.697362,4.71194,4.711104,4.857894
"10364428","Or7a41",3.712544,3.460344,4.572363,4.253915,3.669365,3.920664,4.156627,4.058051,3.951053,3.869902,4.393881,3.936572
"10364417","Or7a42",3.417057,3.387798,4.283864,3.900442,3.9011,3.763143,3.850365,3.549366,3.538628,3.672739,3.521739,3.592579
"10573613","Or7c19",4.596839,4.775073,4.958075,5.493857,4.766291,4.937508,4.811823,4.948782,5.014258,5.21336,4.75527,5.08198
